_id,ltable_Id,rtable_Id,ltable_Title,ltable_Category,ltable_Duration,ltable_Rating,ltable_Rating_Count,ltable_Director,rtable_Title,rtable_Category,rtable_Duration,rtable_Rating,rtable_Rating_Count,rtable_Director
1250,2600,3535,Rush Hour,"Action,Comedy,Crime",98,69.0,189932.0,Brett Ratner,Rush Hour,"Action,Adventure,Comedy",97.0,68.0,901542,"Brett Ratner,"
1251,2600,10558,Rush Hour,"Action,Comedy,Crime",98,69.0,189932.0,Brett Ratner,Rush Hour 2,"Action,Adventure,Comedy",90.0,66.0,893576,"Brett Ratner,"
1252,2601,3527,Rush Hour 2,"Action,Comedy,Crime",90,66.0,162307.0,Brett Ratner,Rush Hour 3,"Action,Adventure,Comedy",90.0,68.0,582152,"Brett Ratner,"
1253,2601,3535,Rush Hour 2,"Action,Comedy,Crime",90,66.0,162307.0,Brett Ratner,Rush Hour,"Action,Adventure,Comedy",97.0,68.0,901542,"Brett Ratner,"
1254,2601,10558,Rush Hour 2,"Action,Comedy,Crime",90,66.0,162307.0,Brett Ratner,Rush Hour 2,"Action,Adventure,Comedy",90.0,66.0,893576,"Brett Ratner,"
1255,2602,1119,Get Smart,"Action,Adventure,Comedy",110,65.0,169587.0,Peter Segal,Get Smart,"Action,Adventure,Comedy",110.0,72.0,450788,"Peter Segal,"
1256,2603,4824,Rat Race,"Adventure,Comedy",112,64.0,94070.0,Jerry Zucker,Rat Race,Comedy,112.0,62.0,403351,"Jerry Zucker,"
1257,2605,12899,Soldier,"Action,Drama,Sci-Fi",99,60.0,44561.0,Paul W.S. Anderson,Soldier,"Action,Adventure,Science Fiction,Fantasy",95.0,56.0,44156,"Paul W.S. Anderson,"
1258,2607,10988,The Final Girls,"Comedy,Horror",88,66.0,20256.0,Todd Strauss-Schulson,The Final Girls,"Comedy,Horror",88.0,72.0,5152,"Todd Strauss-Schulson ,"
1259,2609,13205,Stargate: The Ark of Truth,"Action,Adventure,Drama",97,74.0,16142.0,Robert C. Cooper,Stargate: The Ark of Truth,"Action,Adventure,Science Fiction,Fantasy",97.0,78.0,16988,"Robert C. Cooper,"
1260,2610,6750,Learning to Drive,"Comedy,Drama,Romance",90,64.0,4241.0,Isabel Coixet,Learning To Drive,"Drama,Romance",105.0,68.0,3735,"Isabel Coixet,"
1261,2611,13299,Nobody Walks,Drama,83,54.0,4169.0,Ry Russo-Young,Nobody Walks,Drama,85.0,52.0,3012,"Ry Russo-Young,"
1262,2612,3861,James White,Drama,85,71.0,2957.0,Josh Mond,James White,Drama,85.0,74.0,4366,"Josh Mond,"
1263,2613,10989,Final Girl,"Action,Drama,Horror",90,47.0,7455.0,Tyler Shields,Final Girl,"Drama,Mystery",90.0,48.0,736,"Tyler Shields,"
1264,2616,4512,About Alex,Drama,99,64.0,5685.0,Jesse Zwick,About Alex,Drama,96.0,62.0,2487,"Jesse Zwick,"
1265,2619,4870,And Now for Something Completely Different,"Animation,Comedy",88,76.0,24023.0,Ian MacNaughton,Monty Python's And Now for Something Completely Different,"Comedy,Television",89.0,76.0,63426,"Ian MacNaughton,Terry Gilliam,"
1266,2620,4876,At Last the 1948 Show,Comedy,30,78.0,364.0,,At Last the 1948 Show,"Comedy,Television",172.0,,14,
1267,2624,4036,Happiness,"Comedy,Drama",134,78.0,55972.0,Todd Solondz,Happiness,"Comedy,Drama",134.0,78.0,41389,"Todd Solondz,"
1268,2626,16618,Holidays,Horror,105,51.0,4437.0,"Anthony Scott Burns,Kevin Kolsch",Holidays,Comedy,104.0,52.0,685,"Anthony Burns,Anthony Scott Burns,Nicholas McCarthy,Adam Egypt Mortimer,Gary Shore,Kevin Smith,Sarah Adina Smith,Scott Stewart,Kevin Kolsch,Dennis Widmyer,"
1269,2627,15850,Splendor,"Comedy,Romance",93,59.0,2653.0,Gregg Araki,Splendor,"Comedy,Romance",93.0,68.0,2320,"Gregg Araki,"
1270,2628,9632,Mysterious Skin,Drama,105,77.0,57407.0,Gregg Araki,Mysterious Skin,"Art House,International,Drama",99.0,80.0,37704,"Gregg Araki,"
1271,2629,11570,Nowhere,"Comedy,Drama,Sci-Fi",82,64.0,6738.0,Gregg Araki,Nowhere,"Comedy,Drama",82.0,74.0,6456,"Gregg Araki,"
1272,2630,1461,Nina,"Biography,Drama,Musical",90,51.0,1041.0,Cynthia Mort,Nina,"Drama,Musical,Performing Arts",90.0,44.0,296,"Cynthia Mort,"
1273,2631,5241,Mothers and Daughters,Drama,90,48.0,1117.0,"Paul Duddridge,Nigel Levy",Mothers and Daughters,Comedy,90.0,56.0,317,"Paul Duddridge,"
1274,2632,16233,My Beautiful Broken Brain,"Documentary,Biography",86,72.0,1018.0,"Sophie Robinson,Lotje Sodderland",My Beautiful Broken Brain,"Art House,International,Documentary",86.0,76.0,116,"Sophie Robinson (VI) ,Lotje Sodderland (II) ,Lotje Sodderland,Sophie Robinson,"
1275,2636,13152,God Particle,"Horror,Mystery,Sci-Fi",0,,,Julius Onah,God Particle,"Mystery,Science Fiction,Fantasy",,,109,"Julius Onah,"
1276,2637,13298,Frank and Cindy,"Documentary,Biography,Drama",73,74.0,154.0,G.J. Echternkamp,Frank and Cindy,Comedy,102.0,64.0,43,"G.J. Echternkamp,"
1277,2643,5482,In Our Nature,Drama,103,57.0,640.0,Brian Savelson,In Our Nature,Drama,103.0,58.0,296,"Brian Savelson,"
1278,2645,13165,Adult World,"Comedy,Drama",97,62.0,13309.0,Scott Coffey,Adult World,Comedy,93.0,60.0,5246,"Scott Coffey,"
1279,2646,8031,Ashby,"Comedy,Drama,Romance",100,64.0,9663.0,Tony McNamara,Ashby,"Comedy,Drama",100.0,66.0,1478,"Tony McNamara,"
1280,2650,13603,I Am Michael,"Biography,Drama",98,59.0,437.0,Justin Kelly,I Am Michael,Drama,98.0,70.0,406,"Justin Kelly,"
1281,2662,1659,Tangerine,"Comedy,Drama",88,71.0,13390.0,Sean Baker,Tangerine,"Comedy,Drama",88.0,74.0,10157,"Sean Baker (II) ,"
1282,2663,5111,Take Out,Drama,87,70.0,360.0,"Sean Baker,Shih-Ching Tsou",Fade Out,,,,13,"Michael Cristofer,"
1283,2666,9344,Starlet,Drama,103,68.0,4850.0,Sean Baker,Starlet,"Comedy,Drama",105.0,72.0,4010,"Sean Baker (II) ,"
1284,2669,2876,Gretchen,Comedy,98,56.0,242.0,Steve Collins,Gretchen,Comedy,98.0,58.0,43,"Steve Collins,"
1285,2671,316,Hellbenders,"Comedy,Horror,Mystery",85,48.0,1051.0,J.T. Petty,Hellbenders,"Comedy,Horror,Mystery",85.0,48.0,193,"J.T. Petty,"
1286,2672,15160,The Bus Stop,"Short,Comedy,Drama",15,94.0,5.0,Justin Malone,The Last Stop,"Action,Adventure,Drama,Mystery",105.0,62.0,1065,"Mark Malone,"
1287,2673,18158,The Man from Orlando,Comedy,90,61.0,57.0,Craig Elrod,The Man From Orlando,Comedy,86.0,80.0,7,"Craig Elrod,"
1288,2677,9055,Blue Ruin,"Crime,Drama,Mystery",90,71.0,44498.0,Jeremy Saulnier,Blue Ruin,Mystery,90.0,76.0,18738,"Jeremy Saulnier,"
1289,2684,3919,The Shadow,"Action,Crime,Drama",0,,,,The Shadow,"Action,Adventure,Mystery,Science Fiction,Fantasy",108.0,54.0,32110,"Russell Mulcahy,"
1290,2684,6343,The Shadow,"Action,Crime,Drama",0,,,,White Shadow,Drama,115.0,72.0,53,"Noaz Deshe,"
1291,2684,17231,The Shadow,"Action,Crime,Drama",0,,,,The Shadow Box,Drama,96.0,,16,"Paul Newman,"
1292,2685,12967,A Prophet,"Crime,Drama",0,,,,The Prophet,"Documentary,Drama,Special Interest",75.0,60.0,46,"Gary Tarn,"
1293,2687,2933,Evil Dead 2,Horror,0,,,,Evil Dead,"Horror,Mystery",91.0,70.0,76488,"Fede Alvarez,"
1294,2688,7334,Incognito,Action,0,,,,Incognito,"Comedy,Mystery",94.0,60.0,241,"Eric Lavaine,"
1295,2688,15800,Incognito,Action,0,,,,Incognito,"Action,Adventure,Drama,Mystery",106.0,64.0,1765,"John Badham,"
1296,2703,7914,A Star Is Born,"Drama,Musical,Romance",0,,,Bradley Cooper,A Star Is Born,Drama,,,18,"Bradley Cooper,"
1297,2703,7918,A Star Is Born,"Drama,Musical,Romance",0,,,Bradley Cooper,A Star Is Born,Drama,,,49,"Bradley Cooper,"
1298,2705,6005,American Blood,"Crime,Drama",0,,,,American Ultra,"Action,Adventure,Comedy",99.0,62.0,19343,"Nima Nourizadeh,"
1299,2705,7916,American Blood,"Crime,Drama",0,,,,American Blood,Mystery,,,191,
1300,2705,12275,American Blood,"Crime,Drama",0,,,,American Adobo,"Comedy,Drama",104.0,74.0,1029,"Laurice Guillen,"
1301,2705,15909,American Blood,"Crime,Drama",0,,,,Pelican Blood,"Art House,International,Comedy,Drama",95.0,72.0,95,"Karl Golden,"
1302,2705,17757,American Blood,"Crime,Drama",0,,,,American Hero,"Action,Adventure,Comedy,Science Fiction,Fantasy",86.0,52.0,295,"Nick Love,"
1303,2710,12684,Underworld: Blood Wars,"Action,Horror",0,,,Anna Foerster,Underworld: Blood Wars,"Action,Adventure,Drama,Horror,Science Fiction,Fantasy",91.0,,7318,"Anna Foerster,"
1304,2716,90,Live by Night,"Crime,Drama",0,,,Ben Affleck,Live By Night,Drama,,,5718,"Ben Affleck,"
1305,2720,6408,Maggie,"Drama,Horror",95,56.0,31288.0,Henry Hobson,Maggie,"Drama,Horror,Mystery",95.0,56.0,11281,"Henry Hobson,"
1306,2721,6246,Psycho,"Horror,Mystery",109,85.0,430145.0,Alfred Hitchcock,Psycho,"Horror,Mystery",100.0,56.0,68177,"Gus Van Sant,"
1307,2721,8842,Psycho,"Horror,Mystery",109,85.0,430145.0,Alfred Hitchcock,Psycho,"Classics,Horror,Mystery",109.0,78.0,237607,"Alfred Hitchcock,"
1308,2722,7977,End of Days,"Action,Fantasy,Horror",121,57.0,90313.0,Peter Hyams,End of Days,"Action,Adventure,Horror",122.0,54.0,130985,"Peter Hyams,"
1309,2723,8455,Collateral Damage,"Action,Drama,Mystery",108,55.0,61961.0,Andrew Davis,Collateral Damage,"Action,Adventure,Mystery",105.0,56.0,79750,"Andrew Davis,"
1310,2725,3567,The Last Stand,"Action,Crime,Mystery",107,64.0,115269.0,Jee-woon Kim,The Last Stand,"Action,Adventure,Mystery",107.0,68.0,40147,"Jee-woon Kim,"
1311,2725,6541,The Last Stand,"Action,Crime,Mystery",107,64.0,115269.0,Jee-woon Kim,The Last Race,Drama,,,20,"Stephen Shin,"
1312,2725,14062,The Last Stand,"Action,Crime,Mystery",107,64.0,115269.0,Jee-woon Kim,The Last Song,"Drama,Kids,Family,Romance",107.0,70.0,160741,"Julie Ann Robinson,"
1313,2725,15307,The Last Stand,"Action,Crime,Mystery",107,64.0,115269.0,Jee-woon Kim,Last Stand,Drama,109.0,,24,
1314,2726,271,Winter's Tale,"Drama,Fantasy,Mystery",118,62.0,41923.0,Akiva Goldsman,Winter's Tale,"Drama,Mystery,Science Fiction,Fantasy",120.0,60.0,25281,"Akiva Goldsman,"
1315,2727,2213,Concussion,"Biography,Drama,Sport",123,71.0,50108.0,Peter Landesman,Concussion,Drama,123.0,76.0,32105,"Peter Landesman,"
1316,2728,7748,Reign of Fire,"Action,Adventure,Fantasy",101,62.0,108828.0,Rob Bowman,Reign of Fire,"Action,Adventure,Science Fiction,Fantasy",101.0,60.0,131934,"Rob Bowman,"
1317,2729,11922,The Flowers of War,"Drama,History,Romance",146,76.0,39300.0,Yimou Zhang,The Flowers of War,"Art House,International,Drama,Special Interest",142.0,76.0,6607,"Yimou Zhang,"
1318,2730,5355,Trial by Fire,Drama,0,,,,Trial by Jury,"Drama,Mystery",108.0,56.0,1145,"Heywood Gould,"
1319,2731,2744,Out of the Furnace,"Crime,Drama,Mystery",116,68.0,84663.0,Scott Cooper,Out of the Furnace,Drama,116.0,66.0,43458,"Scott Cooper,"
1320,2732,9534,Rescue Dawn,"Adventure,Biography,Drama",120,73.0,85394.0,Werner Herzog,Rescue Dawn,"Action,Adventure,Drama",120.0,72.0,125294,"Werner Herzog,"
1321,2737,15307,Last Man,Comedy,0,,,Dan Carrillo Levy,Last Stand,Drama,109.0,,24,
1322,2739,6123,Last Man,"Drama,War",0,,,,Last Dance,Drama,90.0,46.0,29,"David Pulbrook,"
1323,2739,14609,Last Man,"Drama,War",0,,,,Last Dance,Drama,113.0,50.0,26,"Colin Nutley,"
1324,2739,15307,Last Man,"Drama,War",0,,,,Last Stand,Drama,109.0,,24,
1325,2740,8721,The Wild Bunch,Western,0,,,,The Wild Bunch,"Action,Adventure,Drama,Western",145.0,82.0,33813,"Sam Peckinpah,"
1326,2741,729,Commando,Action,0,,,,Commando,"Action,Adventure",90.0,62.0,137614,"Mark L. Lester,"
1327,2742,4603,End of Watch,"Crime,Drama,Mystery",109,77.0,183861.0,David Ayer,End of Watch,Drama,109.0,82.0,84361,"David Ayer,"
1328,2743,3593,Street Kings,"Action,Crime,Drama",109,68.0,95582.0,David Ayer,Street Kings,"Action,Adventure,Drama,Mystery",109.0,68.0,203401,"David Ayer,"
1329,2743,8747,Street Kings,"Action,Crime,Drama",109,68.0,95582.0,David Ayer,Three Kings,"Action,Adventure,Comedy",115.0,66.0,185452,"David O. Russell,"
1330,2747,8338,Safe House 2,Mystery,0,,,,Safe House,"Action,Adventure,Mystery",114.0,72.0,118238,"Daniel Espinosa,"
1331,2749,1857,Black Box,Mystery,0,,,,Black Book,"Drama,Mystery",146.0,80.0,37265,"Paul Verhoeven,"
1332,2749,10353,Black Box,Mystery,0,,,,Black Robe,"Action,Adventure,Art House,International,Drama,Faith,Spirituality",101.0,68.0,7020,"Bruce Beresford,"
1333,2749,16332,Black Box,Mystery,0,,,,Black Fox,"Drama,Television,Western",100.0,66.0,1298,"Steven Stern,Steven Hilliard Stern,"
1334,2749,18801,Black Box,Mystery,0,,,,Black Rock,"Drama,Mystery",79.0,52.0,3909,"Katie Aselton,"
1335,2755,16845,Hitch,Comedy,0,,,,Hitch,"Comedy,Romance",120.0,68.0,32623736,"Andrew Tennant,Andy Tennant,"
1336,2757,1774,Partners,Comedy,22,60.0,1135.0,"Robert L. Boyett,Robert Horn",Partners,Comedy,93.0,60.0,399,"James Burrows,"
1337,2764,237,Alien: Covenant,"Action,Adventure,Horror",0,,,Ridley Scott,Alien: Covenant,"Action,Adventure,Mystery,Science Fiction,Fantasy",120.0,,17243,"Ridley Scott,"
1338,2765,3283,Rupture,"Sci-Fi,Mystery",102,64.0,46.0,Steven Shainberg,Rupture,,102.0,52.0,24,"Steven Shainberg,"
1339,2770,10456,The Emperor's Children,Comedy,0,,,,The Emperor's Club,Drama,110.0,68.0,21955,"Michael Hoffman,"
1340,2772,777,One Night Stand,Drama,0,,,,One Night Stand,Drama,94.0,,8,"John Duigan,"
1341,2772,2958,One Night Stand,Drama,0,,,,One Night Stand,"Drama,Sports,Fitness",102.0,58.0,4538,"Mike Figgis,"
1342,2772,3544,One Night Stand,Drama,0,,,,Three Night Stand,"Comedy,Drama",86.0,54.0,303,"Pat Kiely,"
1343,2772,6954,One Night Stand,Drama,0,,,,Two Night Stand,"Comedy,Romance",86.0,64.0,7967,"Max Nichols,"
1344,2772,16479,One Night Stand,Drama,0,,,,One Night Stand,"Comedy,Documentary,Musical,Performing Arts",74.0,,48,"Elisabeth Sperling,Trish Dalton,"
1345,2773,12648,Sweet Virginia,"Drama,Mystery",0,,,Jamie M. Dagg,Yes Virginia,"Kids,Family",,78.0,156,"Pete Circuitt,"
1346,2774,1273,Krisha,"Short,Drama",15,76.0,12.0,Trey Edward Shults,Krisha,Drama,83.0,78.0,1137,"Trey Edward Shults,"
1347,2778,14967,Red Sparrow,Mystery,0,,,Francis Lawrence,Red Sparrow,Mystery,,,23,"Francis Lawrence,"
1348,2780,14272,Untitled Nash Edgerton Project,"Action,Comedy,Drama",0,,,Nash Edgerton,Untitled Wes Anderson Project,,,,21,"Wes Anderson,"
1349,2782,1770,The Osterman Weekend,"Crime,Drama,Mystery",0,,,,The Osterman Weekend,"Action,Adventure,Drama,Mystery",102.0,60.0,3164,"Sam Peckinpah,"
1350,2784,16442,The Runner,Sci-Fi,0,,,,The Runner,"Action,Adventure,Art House,International,Documentary,Drama,Science Fiction,Fantasy,Special Interest",94.0,52.0,1212,"Austin Stark,"
1351,2785,15175,Killer's Game,Mystery,0,,,,Ripley's Game,"Art House,International,Drama,Mystery",110.0,68.0,8033,"Liliana Cavani,"
1352,2790,241,Sleeping with Other People,"Comedy,Drama,Romance",101,65.0,23898.0,Leslye Headland,Sleeping with Other People,Comedy,95.0,68.0,8272,"Leslye Headland,"
1353,2793,4600,Get a Job,Comedy,83,53.0,12258.0,Dylan Kidd,Get a Job,Comedy,85.0,50.0,4822,"Dylan Kidd,"
1354,2795,6934,Dead Billy,"Drama,Horror,Mystery",127,49.0,13.0,Scotty Milder,Dead Birds,"Drama,Horror,Mystery",91.0,58.0,8488,"Alex Turner,"
1355,2803,4126,The Black Hen,Drama,90,76.0,252.0,Min Bahadur Bham,The Black Hole,"Mystery,Science Fiction,Fantasy",,,10,
1356,2813,5052,Friday,"Comedy,Drama",91,73.0,75861.0,F. Gary Gray,Friday,Comedy,92.0,74.0,264848,"F. Gary Gray,"
1357,2814,16012,Tremors,"Comedy,Horror,Sci-Fi",96,71.0,91627.0,Ron Underwood,Tremors,"Comedy,Horror",96.0,60.0,239469,"Ron Underwood,"
1358,2816,17876,The Uncondemned,Documentary,81,83.0,6.0,"Nick Louvel,Michele Mitchell",The Uncondemned,Documentary,81.0,,85,"Nick Louvel,Michele Mitchell,"
1359,2823,10239,Blade,"Comedy,Television",21,,,,Blade,"Action,Adventure,Horror,Science Fiction,Fantasy",121.0,72.0,498881,"Stephen Norrington,"
1360,2824,176,Ghostbusters,"Comedy,Television",33,80.0,11.0,,Ghostbusters,"Action,Adventure,Comedy,Science Fiction,Fantasy",105.0,62.0,112895,"Paul Feig,"
1361,2824,2648,Ghostbusters,"Comedy,Television",33,80.0,11.0,,Ghostbusters 2,"Comedy,Science Fiction,Fantasy",102.0,64.0,405977,"Ivan Reitman,"
1362,2826,8864,Eraserhead,"Comedy,Television",17,81.0,7.0,,Eraserhead,"Drama,Horror,Special Interest",89.0,78.0,56563,"David Lynch,"
1363,2828,16012,Tremors,"Comedy,Television",18,85.0,11.0,,Tremors,"Comedy,Horror",96.0,60.0,239469,"Ron Underwood,"
1364,2833,958,Space Cop,"Action,Comedy,Sci-Fi",102,53.0,1643.0,"Jay Bauman,Mike Stoklasa",Space Cop,"Action,Adventure,Comedy,Science Fiction,Fantasy",102.0,74.0,153,"Jay Bauman,Mike Stoklasa,"
1365,2851,4368,Project Almanac,"Sci-Fi,Mystery",106,64.0,59057.0,Dean Israelite,Project Almanac,"Mystery,Science Fiction,Fantasy",120.0,64.0,28506,"Dean Israelite,"
1366,2852,8012,Super 8,"Mystery,Sci-Fi",112,71.0,290808.0,J.J. Abrams,Super 8,"Action,Adventure,Science Fiction,Fantasy",112.0,74.0,134223,"J.J. Abrams,"
1367,2865,3314,The Fundamentals of Caring,"Comedy,Drama",97,74.0,22182.0,Rob Burnett,The Fundamentals of Caring,Drama,93.0,80.0,3385,"Rob Burnett,"
1368,2867,12187,Steel,"Drama,Romance",108,55.0,218.0,Sven J. Matten,Steel,Drama,108.0,52.0,6,"Sven J. Matten,"
1369,2871,4778,Electra Woman and Dyna Girl,Comedy,0,55.0,568.0,,Electra Woman and Dyna Girl,Comedy,81.0,70.0,46,"Chris Marrs Piliero,"
1370,2872,16553,Beautiful Something,"Drama,Romance",97,61.0,172.0,Joseph Graham,Beautiful Something,"Drama,Romance",92.0,68.0,38,"Joseph Graham,"
1371,2875,17121,White Frog,"Drama,Romance",93,69.0,1550.0,Quentin Lee,White Frog,"Drama,Adult",93.0,78.0,349,"Quentin Lee,"
1372,2881,9393,Weekend,"Drama,Romance",97,77.0,20319.0,Andrew Haigh,Weekend,"Action,Adventure,Drama",96.0,82.0,7050,"Andrew Haigh,"
1373,2883,17270,Out in the Dark,"Drama,Romance,Mystery",96,76.0,4852.0,Michael Mayer,Alone in the Dark,"Action,Adventure,Horror",96.0,40.0,57890,"Uwe Boll,"
1374,2890,10483,Looking: The Movie,"Comedy,Drama",85,78.0,2792.0,Andrew Haigh,Looking: The Movie,"Comedy,Drama",85.0,80.0,103,"Andrew Haigh,"
1375,2899,3982,Cloverfield,"Action,Horror,Sci-Fi",85,70.0,301346.0,Matt Reeves,Cloverfield,"Action,Adventure,Mystery,Science Fiction,Fantasy",84.0,68.0,419210,"Matt Reeves,"
1376,2905,1112,The Epic Journey of Dwayne 'The Rock' Johnson,"Action,Biography,Sport",0,81.0,335.0,Kevin Dunn,"WWE: The Epic Journey of Dwayne ""The Rock"" Johnson","Documentary,Sports,Fitness",540.0,82.0,193,
1377,2908,8916,The Wrestler,"Drama,Sport",109,79.0,253437.0,Darren Aronofsky,The Wrestler,Drama,109.0,80.0,139394,"Darren Aronofsky,"
1378,2933,11098,The Sheik,Documentary,95,72.0,659.0,Igal Hecht,The Sheik,"Art House,International,Documentary",95.0,76.0,140,"Igal Hecht,"
1379,2944,10110,Welcome to the Discworld,"Short,Animation,Fantasy",8,70.0,131.0,,Welcome to the Dollhouse,"Comedy,Drama",88.0,74.0,33300,"Todd Solondz,"
1380,2948,15804,Moone Boy,Comedy,23,82.0,3960.0,,Monkey Boy,"Horror,Science Fiction,Fantasy",104.0,,36,"Lawrence Gordon Clark,"
1381,2954,5238,The Smoking Room,Comedy,30,80.0,632.0,,The Waiting Room,Drama,92.0,,21,"Igor Drljaca,"
1382,2954,5820,The Smoking Room,Comedy,30,80.0,632.0,,The Keeping Room,"Drama,Mystery,Western",86.0,64.0,1662,"Daniel Barber,"
1383,2954,12813,The Smoking Room,Comedy,30,80.0,632.0,,The Waiting Room,"Documentary,Special Interest,Sports,Fitness",81.0,76.0,1851,"Peter Nicks,"
1384,2958,12662,Perfect Strangers,"Comedy,Drama",238,82.0,1135.0,,Perfect Sisters,"Drama,Horror,Mystery",101.0,60.0,831,"Stanley M. Brooks,"
1385,2958,15476,Perfect Strangers,"Comedy,Drama",238,82.0,1135.0,,Perfect Strangers,"Drama,Mystery",96.0,60.0,1503,"Gaylene Preston,"
1386,2960,8486,Wired,"Drama,Mystery",180,66.0,111.0,,Wired,"Comedy,Drama,Science Fiction,Fantasy",112.0,42.0,379,"Larry Peerce,"
1387,2964,16844,Uncle,Comedy,30,78.0,1460.0,,Uncle P,"Comedy,Kids,Family",88.0,82.0,721,"Bernard Gourley,Master P,"
1388,2965,6232,Delivery Man,"Comedy,Drama",105,64.0,60735.0,Ken Scott,Delivery Man,Comedy,103.0,64.0,57988,"Ken Scott (V),"
1389,2970,15835,Prisoner,Comedy,22,83.0,13.0,Victoria Pile,Prisoner,,22.0,,0,"Matt Edwards,"
1390,2971,3027,Celebrity,Comedy,22,83.0,14.0,Victoria Pile,Celebrity,Comedy,113.0,60.0,9538,"Woody Allen,"
1391,2979,13335,Wyrd Sisters,"Animation,Comedy,Fantasy",140,72.0,703.0,,Wyrd Sisters,"Animation,Comedy,Science Fiction,Fantasy",140.0,74.0,178,"Jean Flynn,"
1392,2980,18120,Hogfather,"Adventure,Fantasy,Mystery",189,76.0,7757.0,Vadim Jean,Hogfather,"Drama,Kids,Family,Science Fiction,Fantasy",189.0,78.0,5293,"Vadim Jean,"
1393,2985,2472,Partners in Crime,"Adventure,Crime,Drama",55,65.0,1141.0,,Partners 'n Love,"Comedy,Romance",96.0,,29,"Eugene Levy,"
1394,2985,3741,Partners in Crime,"Adventure,Crime,Drama",55,65.0,1141.0,,Partners in Action,"Action,Adventure,Drama,Mystery",92.0,46.0,76,"Sidney J. Furie,"
1395,3016,17996,Wire in the Blood,"Crime,Drama,Mystery",69,84.0,5518.0,,Fire In The Blood,"Documentary,Special Interest",86.0,82.0,572,"Dylan Mohan Gray,Dylan Gray,"
1396,3018,3721,A Touch of Frost,"Crime,Drama,Mystery",105,78.0,4494.0,,A Touch of Hope,Drama,120.0,82.0,50,"Craig R. Baxley,"
1397,3022,18351,Black Canary,"Crime,Drama,Mystery",89,85.0,172.0,Sandy Johnson,Black Card,,14.0,,0,"Pete Chatmon,"
1398,3034,10117,GoldenEye,"Action,Adventure,Mystery",130,72.0,200641.0,Martin Campbell,GoldenEye,"Action,Adventure,Mystery",130.0,68.0,284930,"Martin Campbell,"
1399,3035,4829,The World Is Not Enough,"Action,Adventure,Mystery",128,64.0,158765.0,Michael Apted,The World Is Not Enough,"Action,Adventure,Mystery",125.0,60.0,209883,"Michael Apted,"
1400,3036,13378,On Her Majesty's Secret Service,"Action,Adventure,Mystery",142,68.0,60712.0,Peter R. Hunt,On Her Majesty's Secret Service,"Action,Adventure,Mystery,Romance",144.0,64.0,50996,"Peter Hunt,Peter R. Hunt,"
1401,3037,7141,Tomorrow Never Dies,"Action,Adventure,Mystery",119,65.0,150961.0,Roger Spottiswoode,Tomorrow Never Dies,"Action,Adventure,Drama,Mystery",120.0,62.0,230578,"Roger Spottiswoode,"
1402,3041,3335,Kingsman: The Secret Service/Ex Machina,,17,,,Mathew Buck,Kingsman: The Secret Service,Mystery,128.0,80.0,121897,"Matthew Vaughn,"
1403,3042,7726,Licence to Kill,"Action,Adventure,Mystery",133,66.0,74857.0,John Glen,Licence To Kill,"Action,Adventure,Mystery",133.0,62.0,63604,"John Glen,"
1404,3044,9967,The Living Daylights,"Action,Adventure,Mystery",130,67.0,70252.0,John Glen,The Living Daylights,"Action,Adventure,Mystery",130.0,64.0,53491,"John Glen,"
1405,3048,10643,The Spy Who Loved Me,"Action,Adventure,Mystery",125,71.0,77357.0,Lewis Gilbert,The Spy Who Loved Me,"Action,Adventure,Mystery",125.0,68.0,60571,"Lewis Gilbert,"
1406,3049,9899,A View to a Kill,"Action,Adventure,Mystery",131,63.0,69388.0,John Glen,A View to a Kill,"Action,Adventure,Mystery",131.0,62.0,73494,"John Glen,"
1407,3050,9726,For Your Eyes Only,"Action,Adventure,Mystery",127,68.0,72870.0,John Glen,For Your Eyes Only,"Action,Adventure,Mystery",127.0,66.0,58635,"John Glen,"
1408,3053,7771,To Be Takei,"Documentary,Biography",94,69.0,1274.0,Jennifer M. Kroot,To Be Takei,"Documentary,Special Interest",94.0,76.0,4044,"Jennifer M. Kroot,Bill Weber,"
1409,3054,9347,Middle of Nowhere,Drama,97,65.0,1066.0,Ava DuVernay,Middle of Nowhere,Drama,99.0,72.0,2577,"Ava DuVernay,"
1410,3055,3344,Pitch Perfect,Comedy,0,69.0,34.0,,Pitch Perfect 2,"Comedy,Musical,Performing Arts",114.0,72.0,78581,"Elizabeth Banks,"
1411,3055,4602,Pitch Perfect,Comedy,0,69.0,34.0,,Pitch Perfect 3,Comedy,,,1180,"Trish Sie,"
1412,3055,4613,Pitch Perfect,Comedy,0,69.0,34.0,,Pitch Perfect,"Comedy,Musical,Performing Arts",112.0,82.0,125783,"Jason Moore,"
1413,3055,6665,Pitch Perfect,Comedy,0,69.0,34.0,,Picture Perfect,"Comedy,Romance",105.0,54.0,41882,"Glenn Gordon Caron,"
1414,3055,15372,Pitch Perfect,Comedy,0,69.0,34.0,,Pixel Perfect,"Comedy,Kids,Family,Science Fiction,Fantasy,Television",85.0,64.0,8953,"Mark A.Z. Dipp,"
1415,3057,9004,The Invisible War,"Documentary,Crime,Drama",93,76.0,5840.0,Kirby Dick,The Invisible War,"Documentary,Special Interest",97.0,82.0,9984,"Kirby Dick,"
1416,3057,14144,The Invisible War,"Documentary,Crime,Drama",93,76.0,5840.0,Kirby Dick,The Invisible Man,Horror,,,55,
