Id,Title,Category,Duration,Rating,Rating_Count,Director
1107,Pain & Gain,"Action,Adventure",129,62,85009,"Michael Bay,"
1108,Snitch,"Action,Adventure,Drama,Mystery",112,72,63341,"Ric Roman Waugh,"
1109,The Taiwan Oyster,"Action,Adventure,Comedy,Drama",115,96,42,"Mark Jarrett,"
1110,G.I. Joe: Retaliation,"Action,Adventure,Science Fiction,Fantasy",90,64,198901,"Jon M. Chu,"
1111,Fast & Furious 6,"Action,Adventure",130,82,342376,"Justin Lin,"
1112,"WWE: The Epic Journey of Dwayne ""The Rock"" Johnson","Documentary,Sports,Fitness",540,82,193,
1113,Journey 2: The Mysterious Island,"Action,Adventure,Kids,Family,Science Fiction,Fantasy",94,72,212162,"Brad Peyton,"
1114,Fast Five,"Action,Adventure,Drama,Mystery",131,80,138483,"Justin Lin,"
1115,The Other Guys,"Action,Adventure,Comedy",107,68,159664,"Adam McKay,"
1116,Faster,"Action,Adventure,Drama",98,66,45145,"George Tillman Jr.,"
1117,Planet 51,"Action,Adventure,Animation,Comedy,Kids,Family",91,56,356963,"Jorge Blanco,"
1118,Race to Witch Mountain,"Action,Adventure,Comedy,Kids,Family,Science Fiction,Fantasy",99,64,348038,"Andy Fickman,"
1119,Get Smart,"Action,Adventure,Comedy",110,72,450788,"Peter Segal,"
1120,The Game Plan,Comedy,110,70,406721,"Andy Fickman,"
1121,Gridiron Gang,"Action,Adventure,Drama",120,74,286679,"Phil Joanou,"
1122,Southland Tales,"Comedy,Musical,Performing Arts,Mystery,Science Fiction,Fantasy",144,56,26953,"Richard Kelly,"
1123,Be Cool,"Comedy,Drama,Mystery",119,56,212480,"F. Gary Gray,"
1124,Doom,"Action,Adventure,Horror,Science Fiction,Fantasy",104,54,333233,"Andrzej Bartkowiak,"
1125,Walking Tall,"Action,Adventure,Drama",86,64,229626,"Kevin Bray,"
1126,The Rundown,"Action,Adventure,Comedy",105,66,185569,"Peter Berg,"
1127,Real Scorpion King,"Documentary,Special Interest",100,,11,
1128,The Scorpion King,"Action,Adventure,Horror,Science Fiction,Fantasy",92,56,292847,"Chuck Russell,Charles Russell,"
1129,The Mummy Returns,"Action,Adventure,Horror,Mystery",129,66,747644,"Stephen Sommers,"
1130,13th,Documentary,100,90,855,"Ava DuVernay,"
1131,Masterminds,Comedy,90,60,24765,"Jared Hess,"
1132,The Hollars,"Comedy,Drama,Kids,Family",88,74,2734,"John Krasinski,"
1133,White Girl,Drama,88,64,1404,"Elizabeth Wood,"
1134,Everybody's All-American,Drama,126,62,1810,"Taylor Hackford,"
1135,The Lovers And The Despot,"Documentary,Mystery",94,68,218,"Robert Cannan,Ross Adam,"
1136,Jerry Maguire,"Comedy,Drama,Romance",138,66,441648,"Cameron Crowe,"
1137,Zero Days,Documentary,116,78,1362,"Alex Gibney,"
1138,Operation Avalanche,"Drama,Mystery",93,68,1478,"Matt Johnson,"
1139,The Tenth Man (El rey del Once),"Art House,International,Comedy,Drama",82,60,116,"Daniel Burman,"
1140,The Fits,Drama,72,68,1370,"Anna Rose Holmer,"
1141,Last Days In The Desert,"Action,Adventure,Drama",98,64,3710,"Rodrigo Garca,"
1142,The Family Fang,Drama,105,64,4031,"Jason Bateman,"
1143,Being Charlie,Drama,97,62,369,"Rob Reiner,"
1144,The Bronze,"Comedy,Drama",100,64,4564,"Bryan Buckley,"
1145,"Hello, My Name is Doris",Drama,95,78,15378,"Michael Showalter,"
1146,The Last Man On The Moon,Documentary,99,78,2885,"Mark Craig,"
1147,Forsaken,"Art House,International,Drama,Western",90,92,3953,"Jon Cassar,"
1148,Touched With Fire,Drama,106,94,3745,"Paul Dalio,"
1149,Tumbledown,Comedy,105,70,1000,"Sean Mewshaw,"
1150,Every Thing Will Be Fine,"Art House,International,Drama",118,48,603,"Wim Wenders,"
1151,The 5th Wave,"Action,Adventure,Mystery,Science Fiction,Fantasy",112,58,31157,"J Blakeson,"
1152,Lamb,Drama,96,66,840,"Ross Partridge,"
1153,Sisters,"Comedy,Drama",123,66,39983,"Jason Moore,"
1154,Man Up,"Comedy,Romance",88,72,11249,"Ben Palmer,"
1155,The Peanuts Movie,"Animation,Kids,Family",92,78,66497,"Steve Martino,"
1156,Burnt,Comedy,100,64,16625,"John Wells,"
1157,The Last Witch Hunter,"Action,Adventure,Science Fiction,Fantasy",105,62,37043,"Breck Eisner,"
1158,The Age of Consequences,Documentary,80,,1,"Jared P. Scott,"
1159,The Best Democracy Money Can Buy,Documentary,114,,19,"Greg Palast,David Ambrose,"
1160,Michael Moore In TrumpLand,Documentary,73,64,753,"Michael Moore,"
1161,Mean Dreams,"Art House,International,Mystery",108,80,66,"Nathan Morlando,"
1162,Rush: Time Stand Still,"Documentary,Musical,Performing Arts,Special Interest",,84,131,
1163,First Girl I Loved,Drama,91,84,144,"Kerem Sanga,"
1164,Two Lovers and a Bear,"Art House,International,Drama,Romance",96,68,85,"Kim Nguyen (IV),"
1165,The Rolling Stones: Havana Moon,,117,88,40,"Paul Dugdale,"
1166,Milton's Secret,Drama,89,94,110,"Barnet Bain,"
1167,Up for Love (Un homme  la hauteur),"Art House,International,Comedy,Romance",98,60,67,"Laurent Tirard,"
1168,In Order of Disappearance,"Action,Adventure,Art House,International,Comedy",115,72,2189,"Hans Petter Moland,"
1169,Alvin and the Chipmunks: Chipwrecked,"Animation,Comedy,Kids,Family",90,66,66443,"Mike Mitchell (VI),"
1170,3:10 to Yuma,"Action,Adventure,Drama,Western",122,76,393514,"James Mangold,"
1171,Knocked Up,"Comedy,Romance",129,76,2084120,"Judd Apatow,"
1172,Trumbo,Drama,124,76,22214,"Jay Roach,"
1173,Welcome to Me,"Comedy,Drama",87,62,9875,"Shira Piven,"
1174,Maze Runner: The Scorch Trials,"Action,Adventure",120,68,61280,"Wes Ball,"
1175,Premature,Comedy,95,60,647,"Dan Beers,Daniel Beers,"
1176,Justice League: War,"Action,Adventure,Animation",72,80,3934,"Jay Oliva,"
1177,Tell,"Action,Adventure,Drama,Mystery",85,62,135,"Juan M.R. Luna,"
1178,42,Drama,128,82,119105,"Brian Helgeland,"
1179,Abraham Lincoln: Vampire Hunter,"Action,Adventure,Horror,Mystery,Science Fiction,Fantasy",105,64,242161,"Timur Bekmambetov,"
1180,Strange Frame: Love & Sax,"Animation,Science Fiction,Fantasy",98,82,62,"G.B. Hajim,"
1181,Ice Age: Continental Drift,"Action,Adventure,Animation,Comedy,Kids,Family",87,72,150866,"Michael Thurmeier,Steve Martino,"
1182,Conception,"Comedy,Romance",100,60,277,"Josh Stolberg,"
1183,Beautiful Boy,Drama,100,66,7651,"Shawn Ku,"
1184,Transformers: Dark of the Moon,"Action,Adventure,Science Fiction,Fantasy",154,70,256290,"Michael Bay,"
1185,Astro Boy (AstroBoy),"Action,Adventure,Animation,Kids,Family,Science Fiction,Fantasy",94,66,148313,"David Bowers,"
1186,Tucker and Dale vs. Evil,"Comedy,Horror",88,80,24430,"Eli Craig,"
1187,Death at a Funeral,"Comedy,Drama",90,76,64841,"Frank Oz,"
1188,Meet Market,"Art House,International,Comedy",80,48,562,"Charlie Loventhal,"
1189,Ice Age 2: The Meltdown,"Action,Adventure,Animation,Comedy,Documentary,Kids,Family",90,72,853892,"Carlos Saldanha,"
1190,Serenity,"Action,Adventure,Science Fiction,Fantasy",119,78,312496,"Joss Whedon,"
1191,Rx,"Action,Adventure,Drama,Mystery",86,64,876,"Ariel Vromen,"
1192,Dodgeball - A True Underdog Story,Comedy,98,68,995080,"Rawson Marshall Thurber,"
1193,"I, Robot","Action,Adventure,Mystery,Science Fiction,Fantasy",115,68,997933,"Alex Proyas,"
1194,Ice Age,"Animation,Comedy,Kids,Family",80,72,1133873,"Chris Wedge,Carlos Saldanha,"
1195,A Knight's Tale,"Action,Adventure,Drama,Romance",140,70,378002,"Brian Helgeland,"
1196,Hearts in Atlantis,"Drama,Mystery",101,66,23424,"Scott Hicks,"
1197,28 Days,"Comedy,Drama",103,58,319570,"Betty Thomas,"
1198,Wonder Boys,"Comedy,Drama",112,70,40047,"Curtis Hanson,"
1199,Patch Adams,"Comedy,Drama",2,66,264811,"Tom Shadyac,"
1200,The New Man,"Art House,International,Comedy,Documentary,Drama",75,,7,"Josh Appignanesi,Devorah Baum,"
1201,Courted (L'hermine),"Art House,International,Comedy,Drama",98,66,30,"Christian Vincent,"
1202,The Clan (El Clan),"Art House,International,Drama,Special Interest",108,76,1437,"Pablo Trapero,"
1203,The Bleeder,Drama,101,,45,"Philippe Falardeau,"
1204,One More Time With Feeling,Documentary,112,94,242,"Andrew Dominik,"
1205,Frantz,"Art House,International,Drama",113,82,44,"Franois Ozon,"
1206,The Childhood of a Leader,Drama,116,70,973,"Brady Corbet,"
1207,The Killing$ of Tony Blair,"Art House,International,Documentary",95,90,40,"Sanne van den Bergh,Greg Ward (IX) ,"
1208,The Hard Stop,"Art House,International,Documentary,Drama",85,70,49,"George Amponsah,"
1209,My King (Mon roi),"Drama,Romance",125,76,404,"Mawenn,"
1210,Sieranevada,"Art House,International,Drama",173,82,60,"Cristi Puiu,"
1211,The Unknown Girl (La fille inconnue),"Art House,International,Drama",113,62,48,"Jean-Pierre Dardenne,Luc Dardenne,"
1212,I Am Belfast,"Art House,International,Documentary",84,68,82,"Mark Cousins,"
1213,Couple In A Hole,"Art House,International,Drama,Mystery",105,58,82,"Tom Geens,"
1214,Black Mountain Poets,"Art House,International,Comedy",85,68,37,"Jamie Adams,"
1215,The Pearl Button (El botn de ncar),Documentary,82,78,356,"Patricio Guzmn,"
1216,Dheepan,Drama,100,78,2763,"Jacques Audiard,"
1217,Iona,"Art House,International,Drama",85,,13,"Scott Graham,"
1218,Marguerite,Drama,127,74,1654,"Xavier Giannoli,"
1219,Miracles from Heaven,Drama,109,82,21448,"Patricia Riggen,"
1220,The Finest Hours,"Action,Adventure,Drama,Mystery",117,72,21538,"Craig Gillespie,"
1221,My Big Fat Greek Wedding 2,Comedy,94,68,20375,"Kirk Jones,"
1222,Norm of the North,"Action,Adventure,Animation,Comedy",86,40,7519,"Trevor Wall,"
1223,Ride Along 2,"Action,Adventure,Comedy",102,66,34613,"Tim Story,"
1224,The Drop,Drama,106,74,33804,"Michal R. Roskam,"
1225,Ouija: Origin of Evil,"Horror,Mystery",99,68,10657,"Mike Flanagan,"
1226,Cinderella,"Kids,Family,Science Fiction,Fantasy,Romance",105,78,76376,"Kenneth Branagh,"
1227,Into The Storm,Mystery,89,62,41770,"Steven Quale,"
1228,The Discoverers,"Comedy,Drama,Kids,Family",104,68,385,"Justin Schwarz,"
1229,America: Imagine the World Without Her,Documentary,104,84,11745,"John Sullivan,Dinesh D'Souza,"
1230,22 Jump Street,"Action,Adventure,Comedy",110,78,169423,"Phil Lord,Christopher Miller,"
1231,How to Train Your Dragon 2,"Action,Adventure,Animation,Kids,Family,Science Fiction,Fantasy",105,86,186939,"Dean DeBlois,"
1232,Maleficent,"Science Fiction,Fantasy",97,76,175115,"Robert Stromberg,"
1233,The Fault In Our Stars,"Comedy,Drama",125,84,108805,"Josh Boone,"
1234,A Million Ways to Die in the West,"Comedy,Western",116,60,64064,"Seth MacFarlane,"
1235,Army of One,Comedy,92,54,331,"Larry Charles,"
1236,Prometheus,"Action,Adventure,Drama,Horror,Science Fiction,Fantasy",123,72,260284,"Ridley Scott,"
1237,The Hobbit: The Desolation of Smaug,"Action,Adventure,Science Fiction,Fantasy",161,82,262488,"Peter Jackson,"
1238,Triple 9,"Action,Adventure,Drama",116,62,19159,"John Hillcoat,"
1239,Race,Drama,90,78,14445,"Stephen Hopkins,"
1240,Man of Steel,"Action,Adventure,Science Fiction,Fantasy",143,78,443383,"Zack Snyder,"
1241,Crystal Fairy,Comedy,98,62,6097,"Sebastin Silva,"
1242,Still Mine,Drama,102,80,8060,"Michael McGowan,"
1243,Alvin and the Chipmunks: The Road Chip,"Animation,Comedy,Kids,Family",86,64,36546,"Walt Becker,"
1244,Chi-Raq,Drama,118,62,7905,"Spike Lee,"
1245,Secret in Their Eyes,"Drama,Mystery",90,62,12425,"Billy Ray,"
1246,Pan,"Action,Adventure,Science Fiction,Fantasy",135,60,50802,"Joe Wright,"
1247,Time Out Of Mind,Drama,117,60,2062,"Oren Moverman,"
1248,Freeheld,Drama,103,68,3281,"Peter Sollett,"
1249,Hotel Transylvania 2,Animation,89,74,88899,"Genndy Tartakovsky,"
1250,Wolf Totem,"Action,Adventure",122,66,460,"Jean-Jacques Annaud,"
1251,The Interview,Comedy,112,64,63569,"Seth Rogen,Evan Goldberg,"
1252,Life,Drama,112,64,2019,"Anton Corbijn,"
1253,Magician: The Astonishing Life and Work of Orson Welles,Documentary,94,72,454,"Chuck Workman,"
1254,The SpongeBob Movie: Sponge Out of Water,"Animation,Comedy,Kids,Family",100,66,51236,"Paul Tibbitt,"
1255,Child 44,"Drama,Mystery",137,62,11710,"Daniel Espinosa,"
1256,The Gift,Mystery,108,74,49708,"Joel Edgerton,"
1257,Locke,"Drama,Mystery",85,72,26814,"Steven Knight,"
1258,Captain America: The Winter Soldier,"Action,Adventure,Science Fiction,Fantasy",136,86,276079,"Joe Russo,Anthony Russo,"
1259,The Kill Team,"Documentary,Special Interest",79,74,2689,"Dan Krauss,"
1260,Won't Back Down,Drama,121,72,18140,"Daniel Barnz,"
1261,Backwards,"Drama,Romance,Sports,Fitness",89,66,442,"Ben Hickernell,"
1262,Step Up Revolution,"Drama,Musical,Performing Arts,Romance",98,76,65327,"Scott Speer,"
1263,Samsara,Documentary,99,82,12256,"Ron Fricke,"
1264,Your Sister's Sister,"Comedy,Drama",91,70,24209,"Lynn Shelton,"
1265,Bel Ami,Drama,102,54,9239,"Nick Ormerod,Declan Donnellan,"
1266,The Bad Batch,Drama,115,74,91,"Ana Lily Amirpour,"
1267,Phantom Boy,"Animation,Art House,International,Kids,Family,Science Fiction,Fantasy",84,74,347,"Alain Gagnol,Jean-Loup Felicioli,"
1268,King Jack,"Action,Adventure,Drama",80,76,634,"Felix Thompson,"
1269,Special Correspondents,Comedy,100,54,705,"Ricky Gervais,"
1270,High-Rise,"Action,Adventure,Art House,International,Drama,Science Fiction,Fantasy",112,56,10961,"Ben Wheatley,"
1271,Confirmation,"Drama,Television",120,72,335,"Rick Famuyiwa,"
1272,April and the Extraordinary World (Avril et le monde truqu),"Action,Adventure,Animation,Comedy",105,78,2538,"Christian Desmares,Franck Ekinci,"
1273,Krisha,Drama,83,78,1137,"Trey Edward Shults,"
1274,The Dwarvenaut,Documentary,83,80,51,"Josh Bishop,"
1275,The Promise,Drama,134,60,284,"Terry George,"
1276,The Secret Scripture,,108,70,26,"Jim Sheridan,"
1277,Colossal,,110,80,190,"Nacho Vigalondo,"
1278,The Red Turtle (La tortue rouge),"Animation,Art House,International",80,,408,"Michal Dudok De Wit,"
1279,Joshy,Comedy,93,68,597,"Jeff Baena,"
1280,Tallulah,Drama,111,74,1566,"Sian Heder,"
1281,The Night Before,Comedy,101,70,30613,"Jonathan Levine,"
1282,Victor Frankenstein,Drama,109,58,28045,"Paul McGuigan,"
1283,Always Shine,"Drama,Mystery",85,74,311,"Sophia Takal,"
1284,AWOL,Drama,82,84,13,"Deb Shoval,"
1285,Songs My Brothers Taught Me,Drama,98,78,347,"Chlo Zhao,"
1286,Only Yesterday,"Animation,Art House,International,Drama,Romance",118,80,10763,"Isao Takahata,"
1287,Everybody Wants Some!!,Comedy,117,72,14091,"Richard Linklater,"
1288,Eddie The Eagle,Drama,105,78,21418,"Dexter Fletcher,"
1289,The Maze Runner,"Action,Adventure,Mystery,Science Fiction,Fantasy",114,74,92992,"Wes Ball,"
1290,Maze Runner Double Feature,"Science Fiction,Fantasy,Special Interest",164,82,140,"Wes Ball,"
1291,The Divergent Series: Ascendant,"Action,Adventure",,,3516,"Robert Schwentke,"
1292,4:44 Last Day on Earth,"Drama,Science Fiction,Fantasy",85,44,1687,"Abel Ferrara,"
1293,No,"Art House,International,Drama",117,76,12566,"Pablo Larran,"
1294,The Club (El Club),"Art House,International,Drama",97,76,1251,"Pablo Larran,"
1295,Nasty Baby,Drama,100,60,933,"Sebastin Silva,"
1296,Las nias Quispe,Drama,83,,4,"Sebastin Seplveda,"
1297,Post Mortem,"Art House,International,Cult Movies,Drama,Mystery",98,68,3822,"Pablo Larran,"
1298,Grado 3,"Art House,International,Comedy",100,44,135,"Roberto Artiagoita,"
1299,Tony Manero,"Art House,International,Comedy,Drama",98,64,6145,"Pablo Larran,"
1300,Fuga,"Art House,International",,,10,"Pablo Larran,"
1301,Joven y alocada (Young and Wild),"Art House,International,Drama",92,66,298,"Marialy Rivas,"
1302,Fuga,"Art House,International,Drama",90,80,568,"Pablo Larran,"
1303,LOL,"Art House,International,Comedy,Drama",81,56,1180,"Joe Swanberg,"
1304,Frances Ha,Comedy,86,76,19224,"Noah Baumbach,"
1305,Arthur,Comedy,109,62,45446,"Jason Winer,"
1306,Lady Bird,Drama,,,14,"Greta Gerwig,"
1307,Maggie's Plan,Comedy,98,64,7290,"Rebecca Miller,"
1308,Mistress America,Comedy,86,70,6281,"Noah Baumbach,"
1309,Little Women,Drama,,,2,
1310,Eden,Drama,131,68,2480,"Mia Hansen-Lve,"
1311,The Dish & The Spoon,"Comedy,Drama,Romance",92,66,222,"Alison Bagnall,"
1312,Damsels in Distress,Comedy,99,58,13315,"Whit Stillman,"
1313,To Rome with Love,Comedy,112,60,29546,"Woody Allen,"
1314,Side by Side,"Documentary,Television",98,80,10630,"Christopher Kenneally,Chris Kenneally,"
1315,Lola Versus,Comedy,86,56,5268,"Daryl Wein,"
1316,No Strings Attached,"Comedy,Television,Romance",108,66,88742,"Ivan Reitman,"
1317,The House of the Devil,Horror,93,66,55294,"Ti West,"
1318,Greenberg,"Comedy,Drama",100,58,36578,"Noah Baumbach,"
1319,Art House,Comedy,,,2,"Victor Fanucchi,"
1320,Northern Comfort,Drama,80,,1,"Rod Webber,"
1321,Nights and Weekends,Drama,80,62,712,"Greta Gerwig,Joe Swanberg,"
1322,Baghead,"Comedy,Drama",88,60,3013,"Jay Duplass,Mark Duplass,"
1323,Yeast,Drama,78,60,88,"Mary Wall,"
1324,Hannah Takes the Stairs,"Art House,International,Comedy,Drama",83,60,2794,"Joe Swanberg,"
1325,Une aventure New-Yorkaise (A NY Thing),"Comedy,Drama",86,62,15,"Olivier Lcot,"
1326,The Duchess of Langeais (Ne Touchez Pas La Hache)(Don't Touch the Axe),"Art House,International,Drama,Romance",137,64,865,"Jacques Rivette,"
1327,A Place Among the Living,Drama,107,,8,"Raoul Ruiz,"
1328,Fever,"Art House,International,Drama,Special Interest",80,,1,"Raphael Neal,"
1329,Cycles,"Comedy,Drama",89,,22,"Cyril Gelblat,"
1330,Planetarium,Drama,105,48,87,"Rebecca Zlotowski,"
1331,Black Swan,"Drama,Mystery",108,80,176096,"Darren Aronofsky,"
1332,The Seventh Fire,Documentary,88,76,230,"Jack Pettibone Riccobono,"
1333,Paris Je T'aime,"Art House,International,Drama,Romance",120,76,192313,"Christoffer Boe,Olivier Assayas,Frdric Auburtin,Grard Depardieu,Gurinder Chadha,Sylvain Chomet,Joel Coen,Ethan Coen,Isabel Coixet,Wes Craven,Alfonso Cuarn,Christopher Doyle,Richard LaGravenese,Vincenzo Natali,Alexander Payne,Bruno Podalyds,Walter Salles,Daniela Thomas,Oliver Schmitz,Nobuhiro Suwa,Tom Tykwer,Gus Van Sant,"
1334,Weightless,Drama,,,184,"Terrence Malick,"
1335,Jane Got a Gun,"Action,Adventure,Drama,Western",97,60,13615,"Gavin O'Connor,"
1336,Em Busca da Justia,,120,,0,
1337,Pride and Prejudice and Zombies,"Comedy,Horror,Romance",107,64,27526,"Burr Steers,"
1338,Weightless,"Comedy,Drama",,78,2259,"Terrence Malick,"
1339,My Valentine,"Musical,Performing Arts",3,74,42,
1340,Thor: The Dark World,"Action,Adventure,Science Fiction,Fantasy",112,78,306221,"Alan Taylor,"
1341,The Other Woman,Drama,102,62,14995,"Don Roos,"
1342,Hesher,Drama,105,68,19438,"Spencer Susser,"
1343,Sesame Street: P Is For Princess,"Kids,Family",60,,35,
1344,Thor,"Action,Adventure,Drama,Science Fiction,Fantasy",115,76,242868,"Kenneth Branagh,"
1345,Your Highness,Comedy,102,54,54095,"David Gordon Green,"
1346,Brothers,"Drama,Mystery",105,68,194200,"Jim Sheridan,"
1347,"New York, I Love You","Comedy,Drama",110,58,120463,"Shunji Iwai,Yvan Attal,Natalie Portman,Allen Hughes,Fatih Akin,Shekhar Kapur,Joshua Marston,Jiang Wen,Brett Ratner,Randy Balsmeyer,Mira Nair,Andrey Zvyagintsev,Randall Balsmeyer,"
1348,Goya's Ghosts,Drama,114,66,41575,"Milos Forman,"
1349,Saving a Species,"Documentary,Special Interest,Television",42,68,78,"Guy Nickerson,"
1350,Hotel Chevalier,"Drama,Musical,Performing Arts",13,74,10790,"Wes Anderson,"
1351,Mr. Magorium's Wonder Emporium,"Comedy,Drama,Kids,Family,Science Fiction,Fantasy",94,64,328378,"Zach Helm,"
1352,The Darjeeling Limited,"Action,Adventure,Comedy",91,74,135781,"Wes Anderson,"
1353,My Blueberry Nights,Drama,90,68,32197,"Kar-Wai Wong,"
1354,V for Vendetta,"Action,Adventure,Drama,Mystery,Science Fiction,Fantasy",145,78,901805,"James McTeigue,"
1355,Free Zone,"Art House,International,Drama",90,54,20064,"Amos Gitai,"
1356,Smoker,Comedy,,,22,"Betty Thomas,"
1357,True,Documentary,,62,40,"Tom Tykwer,"
1358,Closer,Drama,103,70,241880,"Mike Nichols,"
1359,Cold Mountain,"Action,Adventure,Drama,Romance",154,66,209549,"Anthony Minghella,"
1360,Garden State,"Comedy,Drama,Romance",102,76,329581,"Zach Braff,"
1361,Where the Heart Is,"Comedy,Drama,Romance",120,70,63772,"Matt Williams,"
1362,The Stars of Star Wars: Interviews from the Cast,"Documentary,Special Interest,Television",60,72,3194,"Kent Hagen,"
1363,Anywhere but Here,"Comedy,Drama",114,60,39650,"Wayne Wang,"
1364,Star Wars: Episode I - The Phantom Menace,"Cult Movies,Kids,Family,Science Fiction,Fantasy",131,66,1201329,"George Lucas,"
1365,The Prince of Egypt,"Animation,Drama,Kids,Family,Musical,Performing Arts",93,64,199774,"Brenda Chapman,Steve Hickner,Simon Wells,Stephen Hickner,"
1366,Mars Attacks!,"Action,Adventure,Comedy,Science Fiction,Fantasy",108,56,435926,"Tim Burton,"
1367,Beautiful Girls,"Comedy,Drama",110,72,21919,"Ted Demme,"
1368,Developing,"Drama,Special Interest",,68,72,"Marya Cohn,"
1369,Everyone Says I Love You,"Comedy,Drama,Musical,Performing Arts",101,68,24726,"Woody Allen,"
1370,Lon: The Professional,"Action,Adventure,Drama,Mystery",104,82,272210,"Luc Besson,"
1371,Dead Man Walking,"Drama,Mystery",120,74,61523,"Tim Robbins,"
1372,The Mysteries of Pittsburgh,"Action,Adventure,Comedy,Drama",95,52,2382,"Rawson Marshall Thurber,"
1373,An Education,"Art House,International,Drama",101,76,54474,"Lone Scherfig,"
1374,Shattered Glass,Drama,95,70,22692,"Billy Ray,"
1375,Ladygrey,Drama,109,,13,"Alain Choquart,"
1376,Experimenter,Drama,90,68,6215,"Michael Almereyda,"
1377,Pawn Sacrifice,Drama,114,70,13250,"Edward Zwick,"
1378,Valley Uprising,Documentary,99,86,141,"Peter Mortimer,Josh Lowell,Nick Rosen,Nick Rosen,"
1379,Very Good Girls,Drama,91,58,4379,"Naomi Foner,"
1380,Blue Jasmine,Comedy,98,76,48340,"Woody Allen,"
1381,Lovelace,Drama,92,60,14207,"Jeffrey Friedman,Rob Epstein,Robert Epstein,"
1382,Robot & Frank,"Comedy,Drama,Science Fiction,Fantasy",90,74,24878,"Jake Schreier,"
1383,Knight & Day,"Action,Adventure,Comedy",109,64,198381,"James Mangold,"
1384,VIPs,"Action,Adventure,Art House,International,Drama,Science Fiction,Fantasy",96,60,132,"Toniko Melo,Martin Campbell,"
1385,In the Electric Mist,"Drama,Mystery",117,58,60784,"Bertrand Tavernier,"
1386,Orphan,"Drama,Horror,Mystery",123,62,872246,"Jaume Collet-Serra,"
1387,Elegy,Drama,112,64,72664,"Isabel Coixet,"
1388,Year of the Dog,"Art House,International,Comedy,Drama",96,58,41603,"Mike White,"
1389,Indie Sex: Censored,"Documentary,Television",180,78,817,"Lesli Klainberg,"
1390,Jarhead,Drama,122,66,392370,"Sam Mendes,"
1391,Rendition,"Drama,Mystery",122,66,305355,"Gavin Hood,"
1392,The Skeleton Key,"Drama,Horror,Mystery,Romance",104,62,192030,"Iain Softley,"
1393,Flightplan,"Action,Adventure,Drama,Mystery",98,64,496716,"Robert Schwentke,"
1394,The Dying Gaul,"Art House,International,Drama,Romance",95,62,3297,"Craig Lucas,"
1395,Kinsey,Drama,118,68,34057,"Bill Condon,"
1396,Death of a Dynasty,Comedy,93,54,149,"Damon Dash,"
1397,Unconditional Love,"Comedy,Drama,Musical,Performing Arts,Mystery",122,70,3072,"P.J. Hogan,Jocelyn Moorhouse,"
1398,Empire,"Action,Adventure,Drama",100,66,9762,"Franc. Reyes,"
1399,The Center of the World,"Art House,International,Drama,Romance",86,58,2522,"Wayne Wang,"
1400,The Salton Sea,"Action,Adventure,Drama,Mystery",103,74,21265,"D.J. Caruso,"
1401,Housebound,"Horror,Mystery",,46,154,"Mari Kornhauser,"
1402,Kitchen Privileges,Horror,89,18,20,"Mari Kornhauser,"
1403,Desert Blue,"Comedy,Drama",90,62,1375,"Morgan J. Freeman,"
1404,Freak City,"Drama,Television",120,80,196,"Lynne Littman,"
1405,Boys Don't Cry,Drama,116,74,69600,"Kimberly Peirce,"
1406,The Man in the Iron Mask,"Action,Adventure,Drama",135,62,318710,"Randall Wallace,"
1407,Another Day in Paradise,Drama,101,64,7765,"Larry Clark,"
1408,A Midsummer Night's Dream,"Art House,International,Comedy",144,84,77,"Julie Taymor,"
1409,Christmas Eve,Comedy,95,70,862,"Mitch Davis,"
1410,Inside Llewyn Davis,Drama,105,74,43840,"Ethan Coen,Joel Coen,"
1411,Ed Wood,"Comedy,Drama",124,76,106635,"Tim Burton,"
1412,Applesauce,Comedy,91,70,63,"Onur Tukel,"
1413,Wild Card,"Action,Adventure,Drama,Mystery",92,56,7498,"Simon West,"
1414,Fading Gigolo,Comedy,90,62,7063,"John Turturro,"
1415,The Last Of Robin Hood,Drama,90,56,1581,"Wash Westmoreland,Richard Glatzer,"
1416,"Trust, Greed, Bullets & Bourbon",Drama,85,,1,"Scott Kawczynski,"
1417,Oldboy,"Action,Adventure,Drama,Mystery",104,58,26172,"Spike Lee,"
1418,Killing Them Softly,"Comedy,Drama,Mystery",97,60,121119,"Andrew Dominik,"
1419,Somewhere Tonight,"Comedy,Drama",85,66,13,"Michael Di Jiacomo,"
1420,"Big Mommas: Like Father, Like Son",Comedy,107,70,132019,"John Whitesell,"
1421,Revolutionary Road,Drama,119,70,106349,"Sam Mendes,"
1422,Passione,"Documentary,Musical,Performing Arts",90,72,320,"John Turturro,"
1423,Leatherheads,"Comedy,Romance",114,60,156687,"George Clooney,"
1424,The Notorious Bettie Page,Drama,90,62,50067,"Mary Harron,"
1425,Bristol Boys,Drama,90,70,362,"Brandon David,"
1426,The Little Mermaid 2: Return to the Sea,"Animation,Kids,Family",75,60,83679,"Brian J. Smith,Jim Kammerud,Brian Smith,"
1427,Freak Talks About Sex (Blowin' Smoke),Comedy,90,70,498,"Paul Todisco,"
1428,Analyze This,Comedy,110,62,224355,"Harold Ramis,"
1429,Trial and Error,Comedy,98,54,3012,"Jonathan Lynn,"
1430,Sgt. Bilko,Comedy,94,54,32877,"Jonathan Lynn,"
1431,Windrunner,"Drama,Kids,Family",100,76,310,"William Clark,"
