label,_id,ltable_Id,rtable_Id,ltable_Title,ltable_Category,ltable_Duration,ltable_Rating,ltable_Rating_Count,ltable_Director,rtable_Title,rtable_Category,rtable_Duration,rtable_Rating,rtable_Rating_Count,rtable_Director
1,5728,7402,12037,Dawn of the Justice League,Short,22,80,298,Eric Matthies,DC Films Presents: Dawn of the Justice League,,30,92,45,"Eric Matthies,"
1,1519,1642,852,The Conjuring 2,"Horror,Mystery",134,76,102551,James Wan,The Conjuring 2,Horror,133,80,51498,"James Wan,"
0,2490,2736,2592,Untitled Will Smith TV Project,Comedy,0,,,,Untitled Neill Blomkamp/Alien Project,,,,32,"Neill Blomkamp,"
1,1781,2010,9411,Uncle Boonmee Who Can Recall His Past Lives,"Comedy,Drama,Fantasy",114,66,9388,Apichatpong Weerasethakul,Uncle Boonmee Who Can Recall His Past Lives,"Art House,International,Comedy,Science Fiction,Fantasy,Special Interest",113,66,10206,"Apichatpong Weerasethakul,"
0,9965,14398,4997,Time Chasers,Sci-Fi,89,23,2601,David Giancola,The Dream Chasers,"Drama,Western",94,,6,"David E. Jackson,Arthur R. Dubs,Arthur Dubbs,"
0,7439,9890,10049,Teenage Mutant Ninja Turtles: Out of the Shadows,,17,,,Mathew Buck,Teenage Mutant Ninja Turtles: The Movie,"Action,Adventure,Kids,Family,Science Fiction,Fantasy",93,66,251612,"Steve Barron,Steven Barron,"
0,13099,20836,1779,The Flying Man,Action,0,,,,The Elephant Man,Drama,123,78,63855,"David Lynch,"
0,7947,10784,6740,Return of the Evil Dead,Horror,91,59,1767,Amando de Ossorio,Bed of the Dead,"Art House,International,Horror",88,,9,
1,2282,2573,4202,Sunshine,"Adventure,Sci-Fi,Mystery",107,73,192439,Danny Boyle,Sunshine,"Drama,Science Fiction,Fantasy",107,70,167304,"Danny Boyle,"
0,7514,9959,7951,Metal Men,Action,0,,,,Middle Men,"Comedy,Drama",112,66,19223,"George Gallo,"
1,7151,9441,1360,Garden State,"Comedy,Drama,Romance",102,76,188750,Zach Braff,Garden State,"Comedy,Drama,Romance",102,76,329581,"Zach Braff,"
0,12691,19841,18382,Countdown to Looking Glass,Drama,90,73,324,Fred Barzyk,Countdown to Wednesday,"Documentary,Special Interest",120,,16,
0,8210,11329,19112,Across the Lake,,90,76,93,Tony Maylam,Across the Line,Drama,87,,16,"Director X.,"
0,7325,9709,7539,Pinocchio,Animation,93,75,95,Giuliano Cenci,Pinocchio,,,,0,"Stepn Gajdos,"
1,5623,7294,159,Whiplash,"Drama,Musical",107,85,417238,Damien Chazelle,Whiplash,Drama,106,90,66358,"Damien Chazelle,"
1,11898,18298,4040,I Shot Andy Warhol,"Biography,Drama",103,66,5520,Mary Harron,I Shot Andy Warhol,"Art House,International,Drama",106,68,6265,"Mary Harron,"
0,4245,5370,7884,The Road Runner Show,"Animation,Family,Comedy",30,81,3506,,The Kite Runner,Drama,127,74,239809,"Marc Forster,Rebecca Yeldham,"
1,12922,20583,4471,Blackway,Mystery,90,51,2422,Daniel Alfredson,Blackway,Mystery,90,58,653,"Daniel Alfredson,"
0,11433,17483,3435,American Restoration,Television,0,67,2263,,American Hustle,Drama,129,76,174519,"David O. Russell,"
0,7507,9956,14324,Henry IX,Comedy,0,,,,Henry VIII,"Drama,Television",250,74,715,"Pete Travis,Pierre Jourdan,"
1,6935,9208,8587,We're No Angels,"Comedy,Crime",106,60,17552,Neil Jordan,We're No Angels,"Comedy,Romance",106,58,8637,"Neil Jordan,"
0,5380,6935,3970,Taxi,"Action,Comedy,Crime",86,69,62275,Grard Pirs,Taxi 3,"Action,Adventure",84,64,9323,"Grard Krawczyk,"
0,10641,16053,15321,High School Musical,"Comedy,Drama,Family",98,52,60133,Kenny Ortega,High School Musical 2,"Comedy,Kids,Family,Musical,Performing Arts",120,70,303149,"Kenny Ortega,"
0,8514,11910,13759,Beyond the Stars,"Sci-Fi,Drama",88,53,839,David Saperstein,Beyond the Rave,"Horror,Mystery",,44,67,"Matthias Hoene,"
1,8575,11996,5152,For the Boys,"Comedy,Drama,Musical",138,63,4216,Mark Rydell,For the Boys,"Comedy,Drama",120,64,7507,"Mark Rydell,"
0,2517,2740,8021,The Wild Bunch,Western,0,,,,The Wild Pair,"Action,Adventure",89,,52,"Beau Bridges,"
0,12118,18758,1102,August Without Him,Documentary,77,69,27,Hirokazu Koreeda,Not Without Hope,Drama,,,55,
0,3888,4966,12682,The Boy and the Beast,"Animation,Action,Adventure",119,77,5502,Mamoru Hosoda,Beauty and the Beast,"Drama,Musical,Performing Arts,Science Fiction,Fantasy,Romance",,,25659,"Bill Condon,"
0,5293,6826,2638,The Mortal Storm,Drama,100,79,3235,Frank Borzage,The Ice Storm,Drama,113,72,34238,"Ang Lee,"
0,10143,14758,13158,Lost: Reckoning,Drama,60,74,70,,The Reckoning,Mystery,86,92,177,"John V. Soto,"
1,539,519,17236,Immediate Family,Drama,95,61,1162,Jonathan Kaplan,Immediate Family,Drama,100,68,1188,"Jonathan Kaplan,"
0,11256,17199,3435,American Nudist,Drama,93,29,369,Clinton H. Wallace,American Hustle,Drama,129,76,174519,"David O. Russell,"
0,3204,3753,15761,Match of the Day 2,Sport,45,78,518,,Day of the Dead,"Horror,Mystery",87,50,11061,"Steve Miner,"
1,10528,15758,6585,Mortdecai,"Action,Comedy,Mystery",107,55,48607,David Koepp,Mortdecai,"Action,Adventure",106,52,25107,"David Koepp,"
0,9642,13732,16732,Walking Vengeance,"Crime,Drama,Mystery",129,58,1342,Agustn Daz Yanes,Black Vengeance,Drama,90,,4,
1,9426,13406,3129,The Scarlet Letter,"Drama,Romance",135,51,12153,Roland Joff,The Scarlet Letter,"Drama,Romance",135,56,20416,"Roland Joff,"
0,10296,15169,6234,The X Files,"Drama,Mystery,Sci-Fi",121,70,86643,Rob Bowman,The Rockford Files,"Drama,Mystery",,,15,
1,7847,10596,19094,Caddyshack II,"Comedy,Sport",98,36,12509,Allan Arkush,Caddyshack II,Comedy,97,46,27390,"Allan Arkush,"
0,408,364,16497,Captain America,"Animation,Action,Adventure",0,64,471,"Jack Kirby,Joe Simon",Africans in America,"Documentary,Special Interest",90,,2,
0,13231,21160,12641,The Music Teacher,Drama,0,,,,The English Teacher,"Comedy,Drama",93,56,4054,"Craig Zisk,"
0,1906,2145,9003,Holby City,Drama,60,59,1049,,Sound City,"Documentary,Musical,Performing Arts",108,86,6718,"Dave Grohl,"
0,4854,6325,8401,Callie & Son,Drama,142,55,227,Waris Hussein,Harry & Son,Drama,117,62,194,"Paul Newman,"
0,7132,9418,9415,Adult Beginners,"Comedy,Drama",92,56,5792,Ross Katz,Beginners,"Comedy,Drama",104,76,24610,"Mike Mills,"
0,4039,5178,15968,Saturday Night Live: The Best of Chris Farley,"Documentary,Comedy",50,82,1925,"Beth McCarthy-Miller,Dave Wilson",Saturday Night Live - Best of Clinton & Lewinsky,"Comedy,Television",,,21,
0,11767,18014,5562,This Is 40,"Comedy,Romance",134,62,105021,Judd Apatow,This Is Soul,"Musical,Performing Arts",71,,4,
1,4740,6231,8478,Gung Ho,"Comedy,Drama",111,62,9435,Ron Howard,Gung Ho,Comedy,111,60,7052,"Ron Howard,"
1,1458,1592,13296,Bang Bang Baby,"Drama,Musical,Sci-Fi",90,54,142,Jeffrey St. Jules,Bang Bang Baby,"Art House,International,Musical,Performing Arts,Science Fiction,Fantasy",85,62,53,"Jeffrey St. Jules,"
0,757,697,16004,George of the Jungle,"Animation,Family,Comedy",30,71,584,,Welcome to the Jungle,Horror,82,52,1791,"Jonathan Hensleigh,"
0,9785,13942,3647,X-Men: Days of Future Past/Blended,"Comedy,Television",78,,,,X-Men: Days of Future Past,"Action,Adventure,Science Fiction,Fantasy",131,86,274058,"Bryan Singer,"
0,9021,12716,4329,The Last Five Years,"Comedy,Drama,Musical",94,59,6490,Richard LaGravenese,The Last Producer,,120,,16,"Burt Reynolds,"
0,12563,19585,14016,Earth to America,Comedy,120,58,84,"Ron de Moraes,Jay Roach",Mandela in America,"Documentary,Special Interest",90,,11,
0,1730,1918,13019,Little Wing,Drama,100,70,96,Selma Vilhunen,Little Eyolf,Drama,,,52,"Michael Darlow,"
0,13381,21439,16362,Shrek Stories,,72,69,98,,Toronto Stories,"Art House,International,Drama",89,54,200,"David Weaver,Aaron Woodley,Sook Yin Lee,David Sutherland,"
0,4677,6155,16673,Dawn of the Dead,"Action,Horror,Mystery",127,80,90974,George A. Romero,Family of the Year,Comedy,,,2,"Joel Zwick,"
0,2664,2886,3152,Free Fall,"Drama,Romance",100,76,10886,Stephan Lacant,Free Fire,"Action,Adventure,Comedy,Drama",,,377,"Ben Wheatley,"
1,10977,16751,18707,Death Al Dente: A Gourmet Detective Mystery,"Crime,Drama,Mystery",0,67,63,Terry Ingram,Death al Dente: A Gourmet Detective Mystery,Mystery,120,,0,"Terry Ingram,"
0,7820,10566,7495,The American West,"History,Western",0,72,446,,The American,"Drama,Mystery",105,56,66004,"Anton Corbijn,"
0,2314,2596,14202,Shanghai Noon,"Action,Adventure,Comedy",110,66,97936,Tom Dey,Shanghai Knights,"Action,Adventure,Comedy",114,62,334601,"David Dobkin,"
0,5914,7581,17425,An Unfinished Life,Drama,108,70,24306,Lasse Hallstrm,An Unexpected Life,Drama,92,,15,"David Hugh Jones,"
0,9750,13883,6929,True Stories,"Musical,Comedy",90,70,3571,David Byrne,Shotgun Stories,"Art House,International,Drama,Mystery",90,76,4599,"Jeff Nichols,"
0,6564,8564,5543,Dracula,Horror,173,43,369,,Dracula 2000,Horror,98,56,69870,"Patrick Lussier,"
1,12891,20529,2863,J. Edgar,"Biography,Crime,Drama",137,66,103999,Clint Eastwood,J. Edgar,Drama,137,62,39716,"Clint Eastwood,"
0,3145,3703,13876,Persuasion,"Drama,Romance",93,76,10381,Adrian Shergold,Persuasion,"Drama,Romance",102,78,22801,"Roger Michell,"
0,5732,7409,12259,X-Men: The Last Stand,"Action,Adventure,Fantasy",104,68,388559,Brett Ratner,Damon Wayans: The Last Stand?,Comedy,,84,80,"Terri McCoy,"
1,2990,3426,13539,Percy Jackson & the Olympians: The Lightning Thief,"Adventure,Family,Fantasy",118,59,143056,Chris Columbus,Percy Jackson & the Olympians: The Lightning Thief,"Action,Adventure,Comedy,Drama,Science Fiction,Fantasy",83,66,253745,"Chris Columbus,"
1,1306,1505,3335,Kingsman: The Secret Service,"Action,Adventure,Comedy",129,78,408118,Matthew Vaughn,Kingsman: The Secret Service,Mystery,128,80,121897,"Matthew Vaughn,"
0,9690,13796,17542,Fruit of Paradise,Drama,99,71,586,Vera Chytilov,Love in Paradise,Drama,120,60,13,"Sean McNamara,"
0,3189,3752,12824,The Chase,Television,0,71,557,,The Paper Chase,"Classics,Drama",111,70,4445,"James Bridges,"
1,6991,9275,13654,Don't Tell Mom the Babysitter's Dead,Comedy,102,61,21992,Stephen Herek,Don't Tell Mom the Babysitter's Dead,Comedy,105,58,130946,"Stephen Herek,"
0,3403,4142,11938,The Moaning of Life,"Adventure,Comedy,Television",0,82,3584,,The High Life,"Art House,International",93,,18,"Zhao Dayong,"
0,1572,1702,13085,Anchorman: The Legend of Ron Burgundy,Comedy,94,72,271059,Adam McKay,Anchorman 2: The Legend Continues,Comedy,119,66,164128,"Adam McKay,"
0,11212,17100,15745,The Passion of the Christ,Drama,127,71,180617,Mel Gibson,The Song of the Lark,Drama,120,,8,"Karen Arthur,"
1,5054,6576,3981,Mean Girls,Comedy,97,70,250156,Mark Waters,Mean Girls,Comedy,96,60,32166143,"Mark Waters (VIII),"
1,7598,10118,15229,Prince of Persia: The Sands of Time,"Action,Adventure,Fantasy",116,66,225152,Mike Newell,Prince of Persia: The Sands of Time,"Action,Adventure,Science Fiction,Fantasy,Romance",116,68,436612,"Mike Newell,"
0,12184,18884,16438,Louis C.K.: Chewed Up,"Documentary,Comedy",61,86,7182,"Louis C.K.,Shannon Hartman",Louis C.K.: Shameless,"Comedy,Television",60,86,552,
1,12311,19113,12672,Unexpected,"Comedy,Drama",90,57,2348,Kris Swanberg,Unexpected,"Comedy,Drama",90,64,4092,"Kris Swanberg,"
0,11390,17450,17468,Citizen Soldier,"Documentary,Action",105,51,208,"David Salzberg,Christian Tureaud",Citizen Steve,Special Interest,,,97,"Steven Spielberg,"
1,8559,11968,17229,Less Than Zero,"Crime,Drama",98,64,14512,Marek Kanievska,Less Than Zero,Drama,98,68,12347,"Marek Kanievska,"
0,11837,18158,18554,Lowlife Love,"Drama,Romance",110,70,81,Eiji Uchida,No Higher Love,Drama,,74,62,"Michael Switzer,"
1,6938,9212,10172,As Good as It Gets,"Comedy,Drama,Romance",139,77,226757,James L. Brooks,As Good as It Gets,"Comedy,Drama,Romance",139,70,377905,"James L. Brooks,"
1,7333,9724,10722,Cool Runnings,"Adventure,Comedy,Family",98,69,70631,Jon Turteltaub,Cool Runnings,Comedy,98,68,532545,"Jon Turteltaub,"
0,10880,16550,8481,Chode & Bobo's High School Reunion,"Animation,Comedy,Fantasy",22,75,17,,Romy and Michele's High School Reunion,Comedy,91,56,194971,"David Mirkin,"
0,12180,18881,16438,Louis C.K. Oh My God,"Documentary,Comedy",58,84,6083,Louis C.K.,Louis C.K.: Shameless,"Comedy,Television",60,86,552,
0,9101,12862,9957,Top Gun 2,Action,0,,,,Top Gun,"Action,Adventure,Drama",110,70,723508,"Tony Scott,"
0,3416,4166,17776,The Thick of It,Comedy,29,88,12705,,The Price of Milk,"Art House,International,Comedy,Drama,Romance",87,72,2453,"Harry Sinclair,"
0,4356,5669,18670,Family Feud,"Comedy,Television",30,70,1559,,Family Life,Drama,105,78,322,"Ken Loach,"
0,9789,13943,16996,Love Story,"Drama,Romance",99,69,23253,Arthur Hiller,Love Matters,"Drama,Romance",97,,15,"Eb Lottimer,"
1,5969,7633,8541,Grudge Match,"Comedy,Sport",113,64,47183,Peter Segal,Grudge Match,"Comedy,Drama,Sports,Fitness",113,64,35912,"Peter Segal,"
0,1899,2131,4220,The Chronicles of Narnia:: Big Movie Comes to a Small Town,Short,23,,,,The Chronicles of Narnia: The Voyage of the Dawn Treader,"Action,Adventure,Kids,Family,Science Fiction,Fantasy",113,70,157011,"Michael Apted,"
0,10277,15061,3247,Life with Louie,"Animation,Family,Comedy",30,83,4948,,Life on the Line,"Action,Adventure,Drama",98,50,180,"David Hackl,"
0,12824,20406,14363,No Bed of Roses,Drama,0,,,Mostofa Sarwar Farooki,A Pattern of Roses,,65,74,36,"Lawrence Gordon Clark,"
0,10274,15048,4801,Pink Panther & Pals,"Animation,Family",0,65,113,,Pink Panther 2,"Action,Adventure,Comedy,Kids,Family,Mystery",92,60,116143,"Harald Zwart,"
1,126,142,10581,Oasis: Live by the Sea,Musical,82,87,203,Nigel Dick,Oasis: Live by the Sea,"Musical,Performing Arts",82,88,49,"Nigel Dick,"
0,3433,4191,2583,The Brothers' Story,"Documentary,Musical",0,,,,The Brothers Solomon,Comedy,93,52,56468,"Bob Odenkirk,"
0,6944,9218,14410,2 Guns,"Comedy,Television",0,,,,2 Young,"Art House,International,Comedy,Drama",108,70,906,"Tung-Shing Yee,"
0,9990,14453,11563,Rocket Robin Hood,"Animation,Fantasy,Sci-Fi",22,63,133,,Red Riding Hood,"Action,Adventure,Kids,Family,Musical,Performing Arts",82,64,891,"Randal Kleiser,"
0,6692,8784,14951,Wolf Creek,"Drama,Horror,Mystery",0,71,1262,,Blood Creek,"Drama,Horror",90,56,1987,"Joel Schumacher,"
0,6256,8023,637,Double Dare,"Comedy,Family,Television",30,76,630,,Double Exposure,"Comedy,Drama",93,,35,"Claudia Hoover,"
0,13305,21331,3641,The Book of Pooh,Family,30,63,352,,The Color of Money,"Drama,Sports,Fitness",119,68,45629,"Martin Scorsese,"
0,10686,16165,14497,28 Minutes Later,"Comedy,Horror,Television",22,97,12,,30 Minutes or Less,"Action,Adventure,Comedy",83,60,46759,"Ruben Fleischer,"
1,3272,3804,16509,Eating Out: All You Can Eat,"Comedy,Drama,Romance",80,60,2434,Glenn Gaylord,Eating Out: All You Can Eat,"Comedy,Adult",95,68,789,"Glenn Gaylord,"
0,1149,1290,11951,American Sniper,"Action,Biography,Drama",133,73,331894,Clint Eastwood,American Made,Mystery,,,176,"Doug Liman,"
0,12652,19779,7173,Top of the Pops 2,Musical,30,74,36,,Man of the House,"Action,Adventure,Comedy",100,60,61553,"Stephen Herek,"
0,13060,20767,12682,Flesh for the Beast,"Fantasy,Horror",89,32,1053,Terry M. West,Beauty and the Beast,"Drama,Musical,Performing Arts,Science Fiction,Fantasy,Romance",,,25659,"Bill Condon,"
1,13498,21676,5171,The Golden Compass,"Adventure,Family,Fantasy",113,61,150592,Chris Weitz,The Golden Compass,"Action,Adventure,Drama,Science Fiction,Fantasy",113,64,350289,"Chris Weitz,"
1,905,964,6659,Saturday Night Live: The Best of Will Ferrell - Volume 2,"Documentary,Comedy",82,75,997,Beth McCarthy-Miller,Saturday Night Live - Best of Jimmy Fallon,"Comedy,Television",85,80,218,
1,5701,7383,9789,Superman III,"Action,Comedy,Sci-Fi",125,49,50783,Richard Lester,Superman III,"Action,Adventure,Kids,Family,Science Fiction,Fantasy",125,54,166837,"Richard Lester,"
0,4172,5289,14975,Comedy Central Roast of Roseanne,Comedy,90,70,966,Joel Gallen,Comedy Central Roast of Joan Rivers,"Comedy,Television",73,72,132,"Joel Gallen,"
0,5901,7572,13745,Feast of Love,"Drama,Romance",97,67,14139,Robert Benton,The Edge of Love,"Drama,Romance",111,60,53686,"John Maybury,"
0,7485,9941,648,Untitled Hugh Jackman Project,"Action,Adventure",0,,,,Untitled Wikileaks/HBO Project,Drama,128,60,66,"Bill Condon,"
0,6949,9224,6541,The Last Time,"Comedy,Drama,Mystery",96,62,3040,Michael Caleo,The Last Race,Drama,,,20,"Stephen Shin,"
0,12442,19337,7916,American Heart,"Crime,Drama,Romance",113,68,2466,Martin Bell,American Blood,Mystery,,,191,
0,3172,3733,2439,Silver Streak,"Action,Comedy,Crime",114,69,13548,Arthur Hiller,Silver Man,Drama,,,36,"Peter Foldy,"
0,10302,15187,8630,Living in the Age of Surveillance,"Short,News",0,82,41,,Living in the Age of Airplanes,Documentary,47,80,195,"Brian J. Terwilliger,Brian Terwilliger,"
1,12278,19076,16198,Phantom of the Paradise,"Comedy,Drama,Fantasy",92,74,11358,Brian De Palma,Phantom of the Paradise,"Classics,Comedy,Cult Movies,Horror,Musical,Performing Arts",91,78,9911,"Brian DePalma,"
0,4628,6076,7013,Reading Rainbow,Family,30,85,2251,,Black Rainbow,"Drama,Horror,Mystery",103,64,279,"Mike Hodges,"
0,7646,10175,8073,Star Trek: Outlaws,Sci-Fi,42,34,14,,Star Trek 4,,,,145,
0,11388,17450,493,Citizen Soldier,"Documentary,Action",105,51,208,"David Salzberg,Christian Tureaud",The Tin Soldier,"Action,Adventure,Kids,Family,Science Fiction,Fantasy,Television",105,60,71,"Jon Voight,Gregory Gieras,"
0,4816,6288,15251,The Heart of Justice,"Crime,Drama,Mystery",88,59,448,Bruno Barreto,Sharpe's Justice,"Action,Adventure,Drama",,84,345,"Tom Clegg,"
0,8298,11508,15803,Places in the Heart,Drama,111,73,7808,Robert Benton,Voice of the Heart,Drama,200,,64,"Tony Wharmby,"
0,8182,11294,10916,Christmas in Tattertown,"Animation,Comedy,Family",30,63,43,Ralph Bakshi,Christmas In South Park,"Animation,Comedy,Television",55,78,562,
1,8315,11522,2313,Real Life,Comedy,99,72,1865,Albert Brooks,Real Life,Comedy,99,74,1224,"Albert Brooks,"
0,4319,5584,2210,Back to School,"Comedy,Romance,Sport",96,65,21945,Alan Metter,Night School,,88,,0,
1,6628,8649,4683,The Tempest,"Comedy,Drama,Fantasy",110,54,6234,Julie Taymor,The Tempest,"Comedy,Drama,Science Fiction,Fantasy",110,52,19122,"Julie Taymor,"
1,7235,9565,1833,Erased,"Action,Mystery",100,61,23936,Philipp Stlzl,Erased,"Action,Adventure,Mystery",104,60,10728,"Philipp Stlzl,"
0,10477,15660,14016,Made in America,"Crime,Drama",59,90,4134,David Chase,Mandela in America,"Documentary,Special Interest",90,,11,
0,5595,7230,18709,Second Chance,"Drama,Sci-Fi",42,77,8648,Rand Ravich,Second Chance Christmas,Drama,120,,3,
1,5717,7396,1184,Transformers: Dark of the Moon,"Action,Adventure,Sci-Fi",154,63,329257,Michael Bay,Transformers: Dark of the Moon,"Action,Adventure,Science Fiction,Fantasy",154,70,256290,"Michael Bay,"
0,11903,18303,544,Savage Messiah,"Biography,Drama",97,72,879,Ken Russell,Savage Mutts,"Action,Adventure",,,1,"Nick Agiashvili,"
0,4539,5955,11293,The Name Game,"Drama,Horror,Mystery",40,90,2923,Michael Lehmann,The Truth Game,"Art House,International,Drama",,,0,"Simon Rumley,"
0,7319,9701,13508,Pinocchio,"Family,Short",8,,,,Pinocchio,"Action,Adventure,Drama,Science Fiction,Fantasy",,58,161,"Alberto Sironi,"
0,7815,10556,11705,Burning Love,"Comedy,Romance",23,80,2708,,Burning Blue,"Drama,Romance",104,60,197,"DMW Greer,"
1,9620,13698,2710,Guarding Tess,"Comedy,Drama",96,62,12900,Hugh Wilson,Guarding Tess,"Comedy,Mystery",95,60,19679,"Hugh Wilson,"
0,7862,10608,15802,The Best of Me,"Drama,Romance",118,67,44814,Michael Hoffman,The Object of Beauty,"Art House,International,Comedy,Drama",105,58,1557,"Michael Lindsay-Hogg,"
0,1375,1546,7173,Best of the Worst,Comedy,0,93,801,,Man of the House,"Action,Adventure,Comedy",100,60,61553,"Stephen Herek,"
0,11299,17261,3395,Saving Mr. Banks,"Animation,Television",0,,,Mat Brunet,Saving Mr. Wu,Drama,,70,94,"Sheng Ding,"
0,8844,12390,3973,Titanic 2,Comedy,0,,,,Taxi 2,"Action,Adventure,Art House,International,Comedy,Drama",85,68,16017,"Grard Krawczyk,"
0,11793,18044,16276,Dead 7,"Comedy,Horror,Western",89,32,705,Danny Roew,Dead Dog,Mystery,,58,79,"Christopher Goode,"
1,6013,7671,875,Fantastic Four,"Action,Adventure,Sci-Fi",100,43,114092,Josh Trank,Fantastic Four,"Action,Adventure",100,42,136886,"Josh Trank ,Joshua Trank,"
0,13125,20848,8652,The Quiet Ones,Horror,98,51,15649,John Pogue,The Dreamed Ones,Drama,,,1,
1,11830,18116,7348,The Horseman on the Roof,"Adventure,Drama,Romance",118,71,4910,Jean-Paul Rappeneau,The Horseman on the Roof,"Action,Adventure,Art House,International,Drama,Romance",120,74,4625,"Jean-Paul Rappeneau,Jean-Claude Petit,"
0,6639,8669,18689,Dropping Bombs,Drama,60,73,80,Liz Friedlander,Dropping Evil,"Comedy,Drama,Horror,Mystery",82,,115,
1,13001,20674,10255,Stepmom,"Comedy,Drama",124,67,47147,Chris Columbus,Stepmom,"Comedy,Drama",125,66,271754,"Chris Columbus,"
0,2760,2997,19054,The Last Detective,"Comedy,Crime,Drama",90,79,819,Richard Harris,The Last Good Time,"Comedy,Drama",90,,37,"Bob Balaban,"
1,9878,14157,13913,Prison,"Crime,Drama,Horror",102,59,2764,Renny Harlin,Prison,"Drama,Horror",102,60,802,"Renny Harlin,"
0,6811,8984,11694,Head of the Family,"Comedy,Horror",82,52,932,Charles Band,Weight of the Nation,Documentary,,84,24,"Dan Chaykin,"
0,11807,18066,12460,A Beautiful Mistake,Drama,110,68,6,"Wei Hao,Hui Zhou Lu",A Beautiful Soul,Drama,90,86,176,"Jeffrey W. Byrd,Jeff Byrd,"
0,9244,13052,7916,American Heist,"Action,Crime,Drama",94,52,13150,Sarik Andreasyan,American Blood,Mystery,,,191,
1,1072,1157,3244,The Greasy Strangler,"Comedy,Horror,Mystery",93,56,732,Jim Hosking,The Greasy Strangler,"Comedy,Horror",93,66,855,"Jim Hosking,"
1,9757,13888,8208,Starman,"Romance,Sci-Fi",115,70,33597,John Carpenter,Starman,"Drama,Science Fiction,Fantasy,Romance",115,66,24445,"John Carpenter,"
0,12018,18543,1403,The Perfect Blue,"Comedy,Drama,Romance",0,75,46,Kieron J. Walsh,Desert Blue,"Comedy,Drama",90,62,1375,"Morgan J. Freeman,"
0,5016,6502,15728,Secret Agent,"Action,Adventure,Crime",49,83,751,,Secret Life,Drama,70,,2,"Rowan Joffe,"
0,267,259,7327,Delta House,Comedy,30,63,77,,In the House,Mystery,105,78,5470,"Franois Ozon,"
1,9695,13808,13472,Guilty as Sin,"Crime,Drama,Mystery",107,56,3679,Sidney Lumet,Guilty as Sin,"Drama,Mystery",104,56,2739,"Sidney Lumet,"
1,5368,6912,13007,The Tenth Man,"Drama,War",100,71,974,Jack Gold,The Tenth Man,"Action,Adventure,Drama,Television",99,64,190,"Jack Gold,Richard T. Heffron,"
0,10673,16136,11957,Katy Perry: Part of Me,"Documentary,Musical",93,59,12440,"Dan Cutforth,Jane Lipsitz",Katy Perry: Part Of Me Fan Sneaks,Documentary,,92,72,"Dan Cutforth,Jane Lipsitz,"
1,5277,6816,18988,Old Dogs,"Comedy,Family",88,54,31478,Walt Becker,Old Dogs,"Comedy,Drama,Kids,Family",88,62,182937,"Walt Becker,"
1,1210,1366,134,Inside Out,"Animation,Adventure,Comedy",95,83,364137,"Pete Docter,Ronnie Del Carmen",Inside Out,"Animation,Kids,Family",94,86,131527,"Pete Docter,Ronnie del Carmen,"
0,12131,18775,1718,New World,Mystery,0,,,,New Blood,"Action,Adventure,Drama,Mystery",98,56,91,"Michael Hurst,"
1,6496,8458,1244,Chi-Raq,"Comedy,Crime,Drama",127,57,5852,Spike Lee,Chi-Raq,Drama,118,62,7905,"Spike Lee,"
0,9999,14473,2476,Fight Club Paradise,"Animation,Comedy",12,84,60,,Club Paradise,Comedy,96,56,6915,"Harold Ramis,"
0,6127,7864,17929,Just Tell the Truth,Drama,60,,,,Black Men: The Truth,Documentary,70,76,350,
0,4625,6053,17754,The Slime People,"Comedy,Sci-Fi",97,72,103,,They Look Like People,"Drama,Horror,Mystery",80,68,518,"Perry Blackshear,"
0,9924,14252,2324,Game of Death,"Action,Crime,Drama",85,60,12528,"Robert Clouse,Bruce Lee",Love and Death,"Classics,Comedy,Drama",85,80,18841,"Woody Allen,"
1,3053,3505,1004,Meet the Robinsons,"Animation,Adventure,Comedy",95,69,68017,Stephen J. Anderson,Meet the Robinsons,"Action,Adventure,Animation,Kids,Family",96,70,399649,"Stephen John Anderson,Stephen Anderson,"
1,3946,5086,6444,Fender Bender,"Horror,Mystery",91,54,335,Mark Pavia,Fender Bender,Horror,90,74,79,"Mark Pavia,"
0,2761,3000,16889,Golden Oldies,"Crime,Drama,Mystery",48,80,25,Robert Bierman,Golden Shoes,,90,64,32,"Lance Kawas,Lance KR Kawas,"
1,5041,6559,2996,Spy,"Action,Comedy,Crime",119,71,175475,Paul Feig,Spy,Comedy,117,78,81482,"Paul Feig,"
0,1563,1697,4368,Project Mc,Family,26,62,222,,Project Almanac,"Mystery,Science Fiction,Fantasy",120,64,28506,"Dean Israelite,"
0,9111,12866,14556,American Made,"Crime,Mystery",0,,,Doug Liman,American Storage,"Comedy,Special Interest",,,34,"Andrew Jay Cohen,"
0,12952,20625,15299,Let Me Go!,Television,30,,,,Let Go,Comedy,109,58,168,"Brian Jett,"
0,13387,21448,4077,Megamind,"Animation,Television",0,,,,Megamind,"Action,Adventure,Animation,Comedy,Kids,Family",96,76,207608,"Tom McGrath,"
0,873,960,14555,Saturday Night Live: The Best of Dana Carvey,Comedy,89,73,751,,Saturday Night Live: The Best of Saturday TV Funhouse,"Comedy,Television",84,78,71,
0,3602,4472,6878,Welcome to the NHK!,"Animation,Comedy,Drama",0,85,3279,,Welcome to Switzerland,"Art House,International,Comedy",,,7,
