label,_id,ltable_Id,rtable_Id,ltable_Title,ltable_Category,ltable_Duration,ltable_Rating,ltable_Rating_Count,ltable_Director,rtable_Title,rtable_Category,rtable_Duration,rtable_Rating,rtable_Rating_Count,rtable_Director
-1,8825,12338,1601,Five Nights at Freddy's,"Comedy,Horror",0,,,,Five Nights in Maine,Drama,82.0,58.0,80,"Maris Curran,"
-1,6354,8161,17255,Way of the Wicked,"Fantasy,Mystery",92,39.0,1037.0,Kevin Carraway,Way of the Wicked,"Drama,Horror,Mystery",92.0,40.0,117,"Kevin Carraway,"
-1,8026,10926,14927,The Big One,"Documentary,Comedy,Crime",91,71.0,7055.0,Michael Moore,The Big Thing,"Art House,International",,,49,"Aleks Horvat,"
-1,11497,17485,13909,American Greed,Documentary,0,82.0,194.0,,American Yakuza,"Action,Adventure,Drama,Mystery",100.0,58.0,3466,"Frank Cappello,Frank A. Cappello,"
-1,2716,2964,5487,Uncle,Comedy,30,78.0,1460.0,,Say Uncle,"Comedy,Drama,Adult",90.0,54.0,17579,"Peter Paige,"
-1,9154,12901,4626,Untitled Marvel Project,,0,,,,Untitled Woody Allen Project,Comedy,,,13,"Woody Allen,"
-1,7231,9561,14144,The November Man,"Action,Crime,Mystery",108,63.0,50985.0,Roger Donaldson,The Invisible Man,Horror,,,55,
-1,1616,1743,222,Harry Potter and the Deathly Hallows: Part 1,"Adventure,Family,Fantasy",146,77.0,334082.0,David Yates,Harry Potter and the Deathly Hallows - Part 1,"Action,Adventure,Drama,Kids,Family,Mystery,Science Fiction,Fantasy",146.0,82.0,349282,"David Yates (II),"
-1,6802,8948,6740,Mark of the Devil,"Drama,History,Horror",90,62.0,2158.0,"Michael Armstrong,Adrian Hoven",Bed of the Dead,"Art House,International,Horror",88.0,,9,
-1,578,565,3647,X-Men: Days of Future Past,"Action,Adventure,Sci-Fi",132,80.0,522396.0,Bryan Singer,X-Men: Days of Future Past,"Action,Adventure,Science Fiction,Fantasy",131.0,86.0,274058,"Bryan Singer,"
-1,46,52,2971,The Good Neighbor,Mystery,98,62.0,3361.0,Kasra Farahani,The Good Soldier,"Drama,Television",,,8,"Kevin Billington,"
-1,7185,9486,15486,Event Zero,Mystery,0,71.0,30.0,,Event Horizon,"Horror,Science Fiction,Fantasy",95.0,64.0,67228,"Paul W.S. Anderson,"
-1,8772,12253,6920,Broken Trail,Western,184,78.0,4739.0,,Broken Tower,"Art House,International,Drama",100.0,46.0,3008,"James Franco,"
-1,1063,1148,6532,Tsukiji Wonderland,Documentary,111,80.0,59.0,Shtar End,Tsukiji Wonderland,"Art House,International,Documentary",111.0,,8,"Shtar End,"
-1,828,881,10522,Who Killed Tex Fest?,"Comedy,Family",22,86.0,7.0,Trevor Kirschner,Who Killed JonBent?,,122.0,,3,"Jason Lapeyre,"
-1,5728,7402,12037,Dawn of the Justice League,Short,22,80.0,298.0,Eric Matthies,DC Films Presents: Dawn of the Justice League,,30.0,92.0,45,"Eric Matthies,"
-1,1519,1642,852,The Conjuring 2,"Horror,Mystery",134,76.0,102551.0,James Wan,The Conjuring 2,Horror,133.0,80.0,51498,"James Wan,"
-1,2490,2736,2592,Untitled Will Smith TV Project,Comedy,0,,,,Untitled Neill Blomkamp/Alien Project,,,,32,"Neill Blomkamp,"
-1,1781,2010,9411,Uncle Boonmee Who Can Recall His Past Lives,"Comedy,Drama,Fantasy",114,66.0,9388.0,Apichatpong Weerasethakul,Uncle Boonmee Who Can Recall His Past Lives,"Art House,International,Comedy,Science Fiction,Fantasy,Special Interest",113.0,66.0,10206,"Apichatpong Weerasethakul,"
-1,9965,14398,4997,Time Chasers,Sci-Fi,89,23.0,2601.0,David Giancola,The Dream Chasers,"Drama,Western",94.0,,6,"David E. Jackson,Arthur R. Dubs,Arthur Dubbs,"
-1,7439,9890,10049,Teenage Mutant Ninja Turtles: Out of the Shadows,,17,,,Mathew Buck,Teenage Mutant Ninja Turtles: The Movie,"Action,Adventure,Kids,Family,Science Fiction,Fantasy",93.0,66.0,251612,"Steve Barron,Steven Barron,"
-1,13099,20836,1779,The Flying Man,Action,0,,,,The Elephant Man,Drama,123.0,78.0,63855,"David Lynch,"
-1,7947,10784,6740,Return of the Evil Dead,Horror,91,59.0,1767.0,Amando de Ossorio,Bed of the Dead,"Art House,International,Horror",88.0,,9,
-1,2282,2573,4202,Sunshine,"Adventure,Sci-Fi,Mystery",107,73.0,192439.0,Danny Boyle,Sunshine,"Drama,Science Fiction,Fantasy",107.0,70.0,167304,"Danny Boyle,"
-1,7514,9959,7951,Metal Men,Action,0,,,,Middle Men,"Comedy,Drama",112.0,66.0,19223,"George Gallo,"
-1,7151,9441,1360,Garden State,"Comedy,Drama,Romance",102,76.0,188750.0,Zach Braff,Garden State,"Comedy,Drama,Romance",102.0,76.0,329581,"Zach Braff,"
-1,12691,19841,18382,Countdown to Looking Glass,Drama,90,73.0,324.0,Fred Barzyk,Countdown to Wednesday,"Documentary,Special Interest",120.0,,16,
-1,8210,11329,19112,Across the Lake,,90,76.0,93.0,Tony Maylam,Across the Line,Drama,87.0,,16,"Director X.,"
-1,7325,9709,7539,Pinocchio,Animation,93,75.0,95.0,Giuliano Cenci,Pinocchio,,,,0,"Stepn Gajdos,"
-1,5623,7294,159,Whiplash,"Drama,Musical",107,85.0,417238.0,Damien Chazelle,Whiplash,Drama,106.0,90.0,66358,"Damien Chazelle,"
-1,11898,18298,4040,I Shot Andy Warhol,"Biography,Drama",103,66.0,5520.0,Mary Harron,I Shot Andy Warhol,"Art House,International,Drama",106.0,68.0,6265,"Mary Harron,"
-1,4245,5370,7884,The Road Runner Show,"Animation,Family,Comedy",30,81.0,3506.0,,The Kite Runner,Drama,127.0,74.0,239809,"Marc Forster,Rebecca Yeldham,"
-1,12922,20583,4471,Blackway,Mystery,90,51.0,2422.0,Daniel Alfredson,Blackway,Mystery,90.0,58.0,653,"Daniel Alfredson,"
-1,11433,17483,3435,American Restoration,Television,0,67.0,2263.0,,American Hustle,Drama,129.0,76.0,174519,"David O. Russell,"
-1,7507,9956,14324,Henry IX,Comedy,0,,,,Henry VIII,"Drama,Television",250.0,74.0,715,"Pete Travis,Pierre Jourdan,"
-1,6935,9208,8587,We're No Angels,"Comedy,Crime",106,60.0,17552.0,Neil Jordan,We're No Angels,"Comedy,Romance",106.0,58.0,8637,"Neil Jordan,"
-1,5380,6935,3970,Taxi,"Action,Comedy,Crime",86,69.0,62275.0,Grard Pirs,Taxi 3,"Action,Adventure",84.0,64.0,9323,"Grard Krawczyk,"
-1,10641,16053,15321,High School Musical,"Comedy,Drama,Family",98,52.0,60133.0,Kenny Ortega,High School Musical 2,"Comedy,Kids,Family,Musical,Performing Arts",120.0,70.0,303149,"Kenny Ortega,"
-1,8514,11910,13759,Beyond the Stars,"Sci-Fi,Drama",88,53.0,839.0,David Saperstein,Beyond the Rave,"Horror,Mystery",,44.0,67,"Matthias Hoene,"
-1,8575,11996,5152,For the Boys,"Comedy,Drama,Musical",138,63.0,4216.0,Mark Rydell,For the Boys,"Comedy,Drama",120.0,64.0,7507,"Mark Rydell,"
-1,2517,2740,8021,The Wild Bunch,Western,0,,,,The Wild Pair,"Action,Adventure",89.0,,52,"Beau Bridges,"
-1,12118,18758,1102,August Without Him,Documentary,77,69.0,27.0,Hirokazu Koreeda,Not Without Hope,Drama,,,55,
-1,3888,4966,12682,The Boy and the Beast,"Animation,Action,Adventure",119,77.0,5502.0,Mamoru Hosoda,Beauty and the Beast,"Drama,Musical,Performing Arts,Science Fiction,Fantasy,Romance",,,25659,"Bill Condon,"
-1,5293,6826,2638,The Mortal Storm,Drama,100,79.0,3235.0,Frank Borzage,The Ice Storm,Drama,113.0,72.0,34238,"Ang Lee,"
-1,10143,14758,13158,Lost: Reckoning,Drama,60,74.0,70.0,,The Reckoning,Mystery,86.0,92.0,177,"John V. Soto,"
-1,539,519,17236,Immediate Family,Drama,95,61.0,1162.0,Jonathan Kaplan,Immediate Family,Drama,100.0,68.0,1188,"Jonathan Kaplan,"
-1,11256,17199,3435,American Nudist,Drama,93,29.0,369.0,Clinton H. Wallace,American Hustle,Drama,129.0,76.0,174519,"David O. Russell,"
-1,3204,3753,15761,Match of the Day 2,Sport,45,78.0,518.0,,Day of the Dead,"Horror,Mystery",87.0,50.0,11061,"Steve Miner,"
-1,10528,15758,6585,Mortdecai,"Action,Comedy,Mystery",107,55.0,48607.0,David Koepp,Mortdecai,"Action,Adventure",106.0,52.0,25107,"David Koepp,"
-1,9642,13732,16732,Walking Vengeance,"Crime,Drama,Mystery",129,58.0,1342.0,Agustn Daz Yanes,Black Vengeance,Drama,90.0,,4,
-1,9426,13406,3129,The Scarlet Letter,"Drama,Romance",135,51.0,12153.0,Roland Joff,The Scarlet Letter,"Drama,Romance",135.0,56.0,20416,"Roland Joff,"
-1,10296,15169,6234,The X Files,"Drama,Mystery,Sci-Fi",121,70.0,86643.0,Rob Bowman,The Rockford Files,"Drama,Mystery",,,15,
-1,7847,10596,19094,Caddyshack II,"Comedy,Sport",98,36.0,12509.0,Allan Arkush,Caddyshack II,Comedy,97.0,46.0,27390,"Allan Arkush,"
-1,408,364,16497,Captain America,"Animation,Action,Adventure",0,64.0,471.0,"Jack Kirby,Joe Simon",Africans in America,"Documentary,Special Interest",90.0,,2,
-1,13231,21160,12641,The Music Teacher,Drama,0,,,,The English Teacher,"Comedy,Drama",93.0,56.0,4054,"Craig Zisk,"
-1,1906,2145,9003,Holby City,Drama,60,59.0,1049.0,,Sound City,"Documentary,Musical,Performing Arts",108.0,86.0,6718,"Dave Grohl,"
-1,4854,6325,8401,Callie & Son,Drama,142,55.0,227.0,Waris Hussein,Harry & Son,Drama,117.0,62.0,194,"Paul Newman,"
-1,7132,9418,9415,Adult Beginners,"Comedy,Drama",92,56.0,5792.0,Ross Katz,Beginners,"Comedy,Drama",104.0,76.0,24610,"Mike Mills,"
-1,4039,5178,15968,Saturday Night Live: The Best of Chris Farley,"Documentary,Comedy",50,82.0,1925.0,"Beth McCarthy-Miller,Dave Wilson",Saturday Night Live - Best of Clinton & Lewinsky,"Comedy,Television",,,21,
-1,11767,18014,5562,This Is 40,"Comedy,Romance",134,62.0,105021.0,Judd Apatow,This Is Soul,"Musical,Performing Arts",71.0,,4,
-1,4740,6231,8478,Gung Ho,"Comedy,Drama",111,62.0,9435.0,Ron Howard,Gung Ho,Comedy,111.0,60.0,7052,"Ron Howard,"
-1,1458,1592,13296,Bang Bang Baby,"Drama,Musical,Sci-Fi",90,54.0,142.0,Jeffrey St. Jules,Bang Bang Baby,"Art House,International,Musical,Performing Arts,Science Fiction,Fantasy",85.0,62.0,53,"Jeffrey St. Jules,"
-1,757,697,16004,George of the Jungle,"Animation,Family,Comedy",30,71.0,584.0,,Welcome to the Jungle,Horror,82.0,52.0,1791,"Jonathan Hensleigh,"
-1,9785,13942,3647,X-Men: Days of Future Past/Blended,"Comedy,Television",78,,,,X-Men: Days of Future Past,"Action,Adventure,Science Fiction,Fantasy",131.0,86.0,274058,"Bryan Singer,"
-1,9021,12716,4329,The Last Five Years,"Comedy,Drama,Musical",94,59.0,6490.0,Richard LaGravenese,The Last Producer,,120.0,,16,"Burt Reynolds,"
-1,12563,19585,14016,Earth to America,Comedy,120,58.0,84.0,"Ron de Moraes,Jay Roach",Mandela in America,"Documentary,Special Interest",90.0,,11,
-1,1730,1918,13019,Little Wing,Drama,100,70.0,96.0,Selma Vilhunen,Little Eyolf,Drama,,,52,"Michael Darlow,"
-1,13381,21439,16362,Shrek Stories,,72,69.0,98.0,,Toronto Stories,"Art House,International,Drama",89.0,54.0,200,"David Weaver,Aaron Woodley,Sook Yin Lee,David Sutherland,"
-1,4677,6155,16673,Dawn of the Dead,"Action,Horror,Mystery",127,80.0,90974.0,George A. Romero,Family of the Year,Comedy,,,2,"Joel Zwick,"
-1,2664,2886,3152,Free Fall,"Drama,Romance",100,76.0,10886.0,Stephan Lacant,Free Fire,"Action,Adventure,Comedy,Drama",,,377,"Ben Wheatley,"
-1,10977,16751,18707,Death Al Dente: A Gourmet Detective Mystery,"Crime,Drama,Mystery",0,67.0,63.0,Terry Ingram,Death al Dente: A Gourmet Detective Mystery,Mystery,120.0,,0,"Terry Ingram,"
-1,7820,10566,7495,The American West,"History,Western",0,72.0,446.0,,The American,"Drama,Mystery",105.0,56.0,66004,"Anton Corbijn,"
-1,2314,2596,14202,Shanghai Noon,"Action,Adventure,Comedy",110,66.0,97936.0,Tom Dey,Shanghai Knights,"Action,Adventure,Comedy",114.0,62.0,334601,"David Dobkin,"
-1,5914,7581,17425,An Unfinished Life,Drama,108,70.0,24306.0,Lasse Hallstrm,An Unexpected Life,Drama,92.0,,15,"David Hugh Jones,"
-1,9750,13883,6929,True Stories,"Musical,Comedy",90,70.0,3571.0,David Byrne,Shotgun Stories,"Art House,International,Drama,Mystery",90.0,76.0,4599,"Jeff Nichols,"
-1,6564,8564,5543,Dracula,Horror,173,43.0,369.0,,Dracula 2000,Horror,98.0,56.0,69870,"Patrick Lussier,"
-1,12891,20529,2863,J. Edgar,"Biography,Crime,Drama",137,66.0,103999.0,Clint Eastwood,J. Edgar,Drama,137.0,62.0,39716,"Clint Eastwood,"
-1,3145,3703,13876,Persuasion,"Drama,Romance",93,76.0,10381.0,Adrian Shergold,Persuasion,"Drama,Romance",102.0,78.0,22801,"Roger Michell,"
-1,5732,7409,12259,X-Men: The Last Stand,"Action,Adventure,Fantasy",104,68.0,388559.0,Brett Ratner,Damon Wayans: The Last Stand?,Comedy,,84.0,80,"Terri McCoy,"
-1,2990,3426,13539,Percy Jackson & the Olympians: The Lightning Thief,"Adventure,Family,Fantasy",118,59.0,143056.0,Chris Columbus,Percy Jackson & the Olympians: The Lightning Thief,"Action,Adventure,Comedy,Drama,Science Fiction,Fantasy",83.0,66.0,253745,"Chris Columbus,"
-1,1306,1505,3335,Kingsman: The Secret Service,"Action,Adventure,Comedy",129,78.0,408118.0,Matthew Vaughn,Kingsman: The Secret Service,Mystery,128.0,80.0,121897,"Matthew Vaughn,"
-1,9690,13796,17542,Fruit of Paradise,Drama,99,71.0,586.0,Vera Chytilov,Love in Paradise,Drama,120.0,60.0,13,"Sean McNamara,"
-1,3189,3752,12824,The Chase,Television,0,71.0,557.0,,The Paper Chase,"Classics,Drama",111.0,70.0,4445,"James Bridges,"
-1,6991,9275,13654,Don't Tell Mom the Babysitter's Dead,Comedy,102,61.0,21992.0,Stephen Herek,Don't Tell Mom the Babysitter's Dead,Comedy,105.0,58.0,130946,"Stephen Herek,"
-1,3403,4142,11938,The Moaning of Life,"Adventure,Comedy,Television",0,82.0,3584.0,,The High Life,"Art House,International",93.0,,18,"Zhao Dayong,"
-1,1572,1702,13085,Anchorman: The Legend of Ron Burgundy,Comedy,94,72.0,271059.0,Adam McKay,Anchorman 2: The Legend Continues,Comedy,119.0,66.0,164128,"Adam McKay,"
-1,11212,17100,15745,The Passion of the Christ,Drama,127,71.0,180617.0,Mel Gibson,The Song of the Lark,Drama,120.0,,8,"Karen Arthur,"
-1,5054,6576,3981,Mean Girls,Comedy,97,70.0,250156.0,Mark Waters,Mean Girls,Comedy,96.0,60.0,32166143,"Mark Waters (VIII),"
-1,7598,10118,15229,Prince of Persia: The Sands of Time,"Action,Adventure,Fantasy",116,66.0,225152.0,Mike Newell,Prince of Persia: The Sands of Time,"Action,Adventure,Science Fiction,Fantasy,Romance",116.0,68.0,436612,"Mike Newell,"
-1,12184,18884,16438,Louis C.K.: Chewed Up,"Documentary,Comedy",61,86.0,7182.0,"Louis C.K.,Shannon Hartman",Louis C.K.: Shameless,"Comedy,Television",60.0,86.0,552,
-1,12311,19113,12672,Unexpected,"Comedy,Drama",90,57.0,2348.0,Kris Swanberg,Unexpected,"Comedy,Drama",90.0,64.0,4092,"Kris Swanberg,"
-1,11390,17450,17468,Citizen Soldier,"Documentary,Action",105,51.0,208.0,"David Salzberg,Christian Tureaud",Citizen Steve,Special Interest,,,97,"Steven Spielberg,"
-1,8559,11968,17229,Less Than Zero,"Crime,Drama",98,64.0,14512.0,Marek Kanievska,Less Than Zero,Drama,98.0,68.0,12347,"Marek Kanievska,"
-1,11837,18158,18554,Lowlife Love,"Drama,Romance",110,70.0,81.0,Eiji Uchida,No Higher Love,Drama,,74.0,62,"Michael Switzer,"
-1,6938,9212,10172,As Good as It Gets,"Comedy,Drama,Romance",139,77.0,226757.0,James L. Brooks,As Good as It Gets,"Comedy,Drama,Romance",139.0,70.0,377905,"James L. Brooks,"
-1,7333,9724,10722,Cool Runnings,"Adventure,Comedy,Family",98,69.0,70631.0,Jon Turteltaub,Cool Runnings,Comedy,98.0,68.0,532545,"Jon Turteltaub,"
-1,10880,16550,8481,Chode & Bobo's High School Reunion,"Animation,Comedy,Fantasy",22,75.0,17.0,,Romy and Michele's High School Reunion,Comedy,91.0,56.0,194971,"David Mirkin,"
-1,12180,18881,16438,Louis C.K. Oh My God,"Documentary,Comedy",58,84.0,6083.0,Louis C.K.,Louis C.K.: Shameless,"Comedy,Television",60.0,86.0,552,
-1,9101,12862,9957,Top Gun 2,Action,0,,,,Top Gun,"Action,Adventure,Drama",110.0,70.0,723508,"Tony Scott,"
-1,3416,4166,17776,The Thick of It,Comedy,29,88.0,12705.0,,The Price of Milk,"Art House,International,Comedy,Drama,Romance",87.0,72.0,2453,"Harry Sinclair,"
-1,4356,5669,18670,Family Feud,"Comedy,Television",30,70.0,1559.0,,Family Life,Drama,105.0,78.0,322,"Ken Loach,"
-1,9789,13943,16996,Love Story,"Drama,Romance",99,69.0,23253.0,Arthur Hiller,Love Matters,"Drama,Romance",97.0,,15,"Eb Lottimer,"
-1,5969,7633,8541,Grudge Match,"Comedy,Sport",113,64.0,47183.0,Peter Segal,Grudge Match,"Comedy,Drama,Sports,Fitness",113.0,64.0,35912,"Peter Segal,"
-1,1899,2131,4220,The Chronicles of Narnia:: Big Movie Comes to a Small Town,Short,23,,,,The Chronicles of Narnia: The Voyage of the Dawn Treader,"Action,Adventure,Kids,Family,Science Fiction,Fantasy",113.0,70.0,157011,"Michael Apted,"
-1,10277,15061,3247,Life with Louie,"Animation,Family,Comedy",30,83.0,4948.0,,Life on the Line,"Action,Adventure,Drama",98.0,50.0,180,"David Hackl,"
-1,12824,20406,14363,No Bed of Roses,Drama,0,,,Mostofa Sarwar Farooki,A Pattern of Roses,,65.0,74.0,36,"Lawrence Gordon Clark,"
-1,10274,15048,4801,Pink Panther & Pals,"Animation,Family",0,65.0,113.0,,Pink Panther 2,"Action,Adventure,Comedy,Kids,Family,Mystery",92.0,60.0,116143,"Harald Zwart,"
-1,126,142,10581,Oasis: Live by the Sea,Musical,82,87.0,203.0,Nigel Dick,Oasis: Live by the Sea,"Musical,Performing Arts",82.0,88.0,49,"Nigel Dick,"
-1,3433,4191,2583,The Brothers' Story,"Documentary,Musical",0,,,,The Brothers Solomon,Comedy,93.0,52.0,56468,"Bob Odenkirk,"
-1,6944,9218,14410,2 Guns,"Comedy,Television",0,,,,2 Young,"Art House,International,Comedy,Drama",108.0,70.0,906,"Tung-Shing Yee,"
-1,9990,14453,11563,Rocket Robin Hood,"Animation,Fantasy,Sci-Fi",22,63.0,133.0,,Red Riding Hood,"Action,Adventure,Kids,Family,Musical,Performing Arts",82.0,64.0,891,"Randal Kleiser,"
-1,6692,8784,14951,Wolf Creek,"Drama,Horror,Mystery",0,71.0,1262.0,,Blood Creek,"Drama,Horror",90.0,56.0,1987,"Joel Schumacher,"
-1,6256,8023,637,Double Dare,"Comedy,Family,Television",30,76.0,630.0,,Double Exposure,"Comedy,Drama",93.0,,35,"Claudia Hoover,"
-1,13305,21331,3641,The Book of Pooh,Family,30,63.0,352.0,,The Color of Money,"Drama,Sports,Fitness",119.0,68.0,45629,"Martin Scorsese,"
-1,10686,16165,14497,28 Minutes Later,"Comedy,Horror,Television",22,97.0,12.0,,30 Minutes or Less,"Action,Adventure,Comedy",83.0,60.0,46759,"Ruben Fleischer,"
-1,3272,3804,16509,Eating Out: All You Can Eat,"Comedy,Drama,Romance",80,60.0,2434.0,Glenn Gaylord,Eating Out: All You Can Eat,"Comedy,Adult",95.0,68.0,789,"Glenn Gaylord,"
-1,1149,1290,11951,American Sniper,"Action,Biography,Drama",133,73.0,331894.0,Clint Eastwood,American Made,Mystery,,,176,"Doug Liman,"
-1,12652,19779,7173,Top of the Pops 2,Musical,30,74.0,36.0,,Man of the House,"Action,Adventure,Comedy",100.0,60.0,61553,"Stephen Herek,"
-1,13060,20767,12682,Flesh for the Beast,"Fantasy,Horror",89,32.0,1053.0,Terry M. West,Beauty and the Beast,"Drama,Musical,Performing Arts,Science Fiction,Fantasy,Romance",,,25659,"Bill Condon,"
-1,13498,21676,5171,The Golden Compass,"Adventure,Family,Fantasy",113,61.0,150592.0,Chris Weitz,The Golden Compass,"Action,Adventure,Drama,Science Fiction,Fantasy",113.0,64.0,350289,"Chris Weitz,"
-1,905,964,6659,Saturday Night Live: The Best of Will Ferrell - Volume 2,"Documentary,Comedy",82,75.0,997.0,Beth McCarthy-Miller,Saturday Night Live - Best of Jimmy Fallon,"Comedy,Television",85.0,80.0,218,
-1,5701,7383,9789,Superman III,"Action,Comedy,Sci-Fi",125,49.0,50783.0,Richard Lester,Superman III,"Action,Adventure,Kids,Family,Science Fiction,Fantasy",125.0,54.0,166837,"Richard Lester,"
-1,4172,5289,14975,Comedy Central Roast of Roseanne,Comedy,90,70.0,966.0,Joel Gallen,Comedy Central Roast of Joan Rivers,"Comedy,Television",73.0,72.0,132,"Joel Gallen,"
-1,5901,7572,13745,Feast of Love,"Drama,Romance",97,67.0,14139.0,Robert Benton,The Edge of Love,"Drama,Romance",111.0,60.0,53686,"John Maybury,"
-1,7485,9941,648,Untitled Hugh Jackman Project,"Action,Adventure",0,,,,Untitled Wikileaks/HBO Project,Drama,128.0,60.0,66,"Bill Condon,"
-1,6949,9224,6541,The Last Time,"Comedy,Drama,Mystery",96,62.0,3040.0,Michael Caleo,The Last Race,Drama,,,20,"Stephen Shin,"
-1,12442,19337,7916,American Heart,"Crime,Drama,Romance",113,68.0,2466.0,Martin Bell,American Blood,Mystery,,,191,
-1,3172,3733,2439,Silver Streak,"Action,Comedy,Crime",114,69.0,13548.0,Arthur Hiller,Silver Man,Drama,,,36,"Peter Foldy,"
-1,10302,15187,8630,Living in the Age of Surveillance,"Short,News",0,82.0,41.0,,Living in the Age of Airplanes,Documentary,47.0,80.0,195,"Brian J. Terwilliger,Brian Terwilliger,"
-1,12278,19076,16198,Phantom of the Paradise,"Comedy,Drama,Fantasy",92,74.0,11358.0,Brian De Palma,Phantom of the Paradise,"Classics,Comedy,Cult Movies,Horror,Musical,Performing Arts",91.0,78.0,9911,"Brian DePalma,"
-1,4628,6076,7013,Reading Rainbow,Family,30,85.0,2251.0,,Black Rainbow,"Drama,Horror,Mystery",103.0,64.0,279,"Mike Hodges,"
-1,7646,10175,8073,Star Trek: Outlaws,Sci-Fi,42,34.0,14.0,,Star Trek 4,,,,145,
-1,11388,17450,493,Citizen Soldier,"Documentary,Action",105,51.0,208.0,"David Salzberg,Christian Tureaud",The Tin Soldier,"Action,Adventure,Kids,Family,Science Fiction,Fantasy,Television",105.0,60.0,71,"Jon Voight,Gregory Gieras,"
-1,4816,6288,15251,The Heart of Justice,"Crime,Drama,Mystery",88,59.0,448.0,Bruno Barreto,Sharpe's Justice,"Action,Adventure,Drama",,84.0,345,"Tom Clegg,"
-1,8298,11508,15803,Places in the Heart,Drama,111,73.0,7808.0,Robert Benton,Voice of the Heart,Drama,200.0,,64,"Tony Wharmby,"
-1,8182,11294,10916,Christmas in Tattertown,"Animation,Comedy,Family",30,63.0,43.0,Ralph Bakshi,Christmas In South Park,"Animation,Comedy,Television",55.0,78.0,562,
-1,8315,11522,2313,Real Life,Comedy,99,72.0,1865.0,Albert Brooks,Real Life,Comedy,99.0,74.0,1224,"Albert Brooks,"
-1,4319,5584,2210,Back to School,"Comedy,Romance,Sport",96,65.0,21945.0,Alan Metter,Night School,,88.0,,0,
-1,6628,8649,4683,The Tempest,"Comedy,Drama,Fantasy",110,54.0,6234.0,Julie Taymor,The Tempest,"Comedy,Drama,Science Fiction,Fantasy",110.0,52.0,19122,"Julie Taymor,"
-1,7235,9565,1833,Erased,"Action,Mystery",100,61.0,23936.0,Philipp Stlzl,Erased,"Action,Adventure,Mystery",104.0,60.0,10728,"Philipp Stlzl,"
-1,10477,15660,14016,Made in America,"Crime,Drama",59,90.0,4134.0,David Chase,Mandela in America,"Documentary,Special Interest",90.0,,11,
-1,5595,7230,18709,Second Chance,"Drama,Sci-Fi",42,77.0,8648.0,Rand Ravich,Second Chance Christmas,Drama,120.0,,3,
-1,5717,7396,1184,Transformers: Dark of the Moon,"Action,Adventure,Sci-Fi",154,63.0,329257.0,Michael Bay,Transformers: Dark of the Moon,"Action,Adventure,Science Fiction,Fantasy",154.0,70.0,256290,"Michael Bay,"
-1,11903,18303,544,Savage Messiah,"Biography,Drama",97,72.0,879.0,Ken Russell,Savage Mutts,"Action,Adventure",,,1,"Nick Agiashvili,"
-1,4539,5955,11293,The Name Game,"Drama,Horror,Mystery",40,90.0,2923.0,Michael Lehmann,The Truth Game,"Art House,International,Drama",,,0,"Simon Rumley,"
-1,7319,9701,13508,Pinocchio,"Family,Short",8,,,,Pinocchio,"Action,Adventure,Drama,Science Fiction,Fantasy",,58.0,161,"Alberto Sironi,"
-1,7815,10556,11705,Burning Love,"Comedy,Romance",23,80.0,2708.0,,Burning Blue,"Drama,Romance",104.0,60.0,197,"DMW Greer,"
-1,9620,13698,2710,Guarding Tess,"Comedy,Drama",96,62.0,12900.0,Hugh Wilson,Guarding Tess,"Comedy,Mystery",95.0,60.0,19679,"Hugh Wilson,"
-1,7862,10608,15802,The Best of Me,"Drama,Romance",118,67.0,44814.0,Michael Hoffman,The Object of Beauty,"Art House,International,Comedy,Drama",105.0,58.0,1557,"Michael Lindsay-Hogg,"
-1,1375,1546,7173,Best of the Worst,Comedy,0,93.0,801.0,,Man of the House,"Action,Adventure,Comedy",100.0,60.0,61553,"Stephen Herek,"
-1,11299,17261,3395,Saving Mr. Banks,"Animation,Television",0,,,Mat Brunet,Saving Mr. Wu,Drama,,70.0,94,"Sheng Ding,"
-1,8844,12390,3973,Titanic 2,Comedy,0,,,,Taxi 2,"Action,Adventure,Art House,International,Comedy,Drama",85.0,68.0,16017,"Grard Krawczyk,"
-1,11793,18044,16276,Dead 7,"Comedy,Horror,Western",89,32.0,705.0,Danny Roew,Dead Dog,Mystery,,58.0,79,"Christopher Goode,"
-1,6013,7671,875,Fantastic Four,"Action,Adventure,Sci-Fi",100,43.0,114092.0,Josh Trank,Fantastic Four,"Action,Adventure",100.0,42.0,136886,"Josh Trank ,Joshua Trank,"
-1,13125,20848,8652,The Quiet Ones,Horror,98,51.0,15649.0,John Pogue,The Dreamed Ones,Drama,,,1,
-1,11830,18116,7348,The Horseman on the Roof,"Adventure,Drama,Romance",118,71.0,4910.0,Jean-Paul Rappeneau,The Horseman on the Roof,"Action,Adventure,Art House,International,Drama,Romance",120.0,74.0,4625,"Jean-Paul Rappeneau,Jean-Claude Petit,"
-1,6639,8669,18689,Dropping Bombs,Drama,60,73.0,80.0,Liz Friedlander,Dropping Evil,"Comedy,Drama,Horror,Mystery",82.0,,115,
-1,13001,20674,10255,Stepmom,"Comedy,Drama",124,67.0,47147.0,Chris Columbus,Stepmom,"Comedy,Drama",125.0,66.0,271754,"Chris Columbus,"
-1,2760,2997,19054,The Last Detective,"Comedy,Crime,Drama",90,79.0,819.0,Richard Harris,The Last Good Time,"Comedy,Drama",90.0,,37,"Bob Balaban,"
