Id,Title,Category,Duration,Rating,Rating_Count,Director
1532,Murder at 1600,"Action,Adventure,Drama,Mystery,Mystery",107,58,40516,Dwight H. Little
1533,Gotti,"Drama,Mystery,Mystery,Television",104,72,6755,Robert Harmon
1534,Reckless Kelly,Comedy,80,60,880,Yahoo Serious
1535,Reckless Kelly,Comedy,80,60,880,Yahoo Serious
1536,Room,Drama,113,86,46073,Lenny Abrahamson
1537,The Five Senses,"Comedy,Drama",105,72,1408,Jeremy Podeswa
1538,Judgment,"Drama,Mystery,Mystery,Faith,Spirituality",100,66,1179,Andr van Heerden
1539,The Five Senses,"Comedy,Drama",105,72,1408,Jeremy Podeswa
1540,On Hostile Ground,"Action,Adventure",120,,14,Mario Azzopardi
1541,L'Escorte,"Art House,International,Comedy,Drama",91,,352,Denis Langlois
1542,The Escort,"Art House,International,Adult,Adult",,,32,Denis Langlois
1543,The Escort,"Art House,International,Adult,Adult",,,32,Denis Langlois
1544,L'Escorte,"Art House,International,Comedy,Drama",91,,352,Denis Langlois
1545,The Love Witch,"Drama,Horror,Mystery,Mystery",120,72,295,Anna Biller
1546,Lace Crater,Horror,83,44,43,Harrison Atkins
1547,Nerve,"Mystery,Mystery",96,74,20580,"Ariel Schulman,Henry Joost"
1548,Equals,"Drama,Science Fiction,Fantasy",101,62,2323,Drake Doremus
1549,Tickled,Documentary,92,80,3708,"David Farrier,Dylan Reeve"
1550,Chevalier,"Art House,International,Comedy,Drama",99,70,393,Athina Rachel Tsangari
1551,Money Monster,Drama,90,66,22370,Jodie Foster
1552,It's So Easy and Other Lies,"Documentary,Special Interest",,64,46,Christopher Duddy
1553,The Rocky Horror Picture Show: Let's Do the Time Warp Again,"Comedy,Horror,Musical,Performing Arts,Television",120,42,279,Kenny Ortega
1554,Independence Day: Resurgence,"Action,Adventure,Drama,Science Fiction,Fantasy",119,54,72715,Roland Emmerich
1555,For the Love of Spock,Documentary,111,86,512,Adam Nimoy
1556,Meet the Donors: Does Money Talk?,Documentary,65,68,18,Alexandra Pelosi
1557,All the Way,Drama,132,78,1547,Jay Roach
1558,Dead 7,Western,87,40,67,Danny Roew
1559,Pee-wee's Big Holiday,Comedy,89,70,919,John Lee
1560,Confirmation,"Drama,Television",120,72,320,Rick Famuyiwa
1561,Murder in Mexico,,90,72,7,Mark Gantt
1562,Homegrown: The Counter-Terror Dilemma,Documentary,90,78,8,Greg Barker
1563,Frontline: The Fantasy Sports Gamble,,,,0,
1564,Dolly Parton's Coat of Many Colors,Drama,180,82,153,Stephen Herek
1565,The Wiz Live!,"Musical,Performing Arts",,78,68,"Kenny Leon,Matthew Diamond"
1566,Jim Henson's Turkey Hollow,,120,62,56,Kirk R. Thatcher
1567,Bessie,"Drama,Television",113,72,411,Dee Rees
1568,Back on Board: Greg Louganis,Documentary,86,84,63,Cheryl Furjanic
1569,The Unauthorized Full House Story,Drama,120,44,49,Brian K. Roberts
1570,Ferrell Takes The Field,"Comedy,Television",49,62,92,Brian McGinn
1571,The Leisure Class,Comedy,90,36,253,Jason Mann
1572,7 Days in Hell,"Comedy,Sports,Fitness",43,72,656,Jake Szymanski
1573,Fantastic Four,"Action,Adventure",100,42,136892,"Josh Trank ,Joshua Trank"
1574,Sharknado 3: Oh Hell No!,Television,120,50,847,Anthony C. Ferrante
1575,Miss Hokusai (Sarusuberi: Miss Hokusai),"Animation,Art House,International,Drama,Special Interest",93,72,698,Keiichi Hara
1576,King Cobra,Drama,91,60,1051,Justin Kelly
1577,Long Way North (Tout en haut du monde),"Action,Adventure,Animation,Art House,International",81,84,233,Rmi Chay
1578,The Free World,Drama,100,54,80,Jason Lew
1579,The Age of Shadows (Mil-jeong),"Action,Adventure,Drama",139,80,757,Jee-woon Kim
1580,Command and Control,Documentary,92,72,180,Robert Kenner
1581,The Vessel,Drama,86,78,84,Julio Quintana
1582,Zoom,"Animation,Art House,International,Comedy,Drama",96,64,278,Pedro Morelli
1583,Microbe and Gasoline (Microbe et Gasoil),Comedy,103,74,693,Michel Gondry
1584,Ice Age: Collision Course,"Animation,Kids,Family",100,58,32001,"Mike Thurmeier,Galen T. Chu"
1585,A Hundred Streets,Drama,95,,17,Jim O'Hanlon
1586,After Love,Romance,107,,1,
1587,Ethel & Ernest,"Animation,Comedy,Drama",,,56,Roger Mainwood
1588,Blood Father,"Action,Adventure,Mystery,Mystery",88,70,6931,"Jean-Franois Richet,Jean-Franois Richet"
1589,My Scientology Movie,"Art House,International,Documentary",99,,1019,John Dower
1590,Mike and Dave Need Wedding Dates,Comedy,98,68,25871,Jake Szymanski
1591,Julieta,"Art House,International,Drama",96,,932,Pedro Almodvar
1592,Songs For Amy,"Comedy,Drama",103,76,19,Konrad Begg
1593,Up for Love (Un homme  la hauteur),"Art House,International,Comedy,Romance",98,60,61,Laurent Tirard
1594,The Double,"Drama,Mystery,Mystery",98,60,5456,Michael Brandt
1595,Our Kind of Traitor,"Drama,Mystery,Mystery",107,66,6121,Susanna White
1596,Septembers Of Shiraz,Drama,110,68,152,Wayne Blair
1597,Eat That Question: Frank Zappa in His Own Words,"Art House,International,Documentary",90,78,1268,Thorsten Schtte
1598,The Man Who Knew Infinity,"Art House,International,Drama",108,76,9815,Matt Brown
1599,The Huntsman: Winter's War,"Action,Adventure,Drama,Science Fiction,Fantasy",121,64,44129,Cedric Nicolas-Troyan
1600,Fastball,Documentary,85,78,534,Jonathan Hock
1601,Diary of a Chambermaid (Journal d'une femme de chambre),"Art House,International,Drama",95,56,314,Benot Jacquot
1602,Joan Rivers: Exit Laughing,Documentary,60,,1,
1603,Zootopia,"Action,Adventure,Animation,Comedy",108,88,92985,"Byron Howard,Rich Moore,Jared Bush"
1604,The Phenom,Drama,88,56,564,Noah Buschel
1605,Eddie The Eagle,Drama,105,78,21322,Dexter Fletcher
1606,Cooties,"Comedy,Horror",87,58,5581,"Cary Murnion,Jonathan Milott"
1607,The 5th Wave,"Action,Adventure,Mystery,Mystery,Science Fiction,Fantasy",112,58,31131,J Blakeson
1608,The Big Short,Drama,130,82,65384,Adam McKay
1609,Victor Frankenstein,Drama,109,58,28042,Paul McGuigan
1610,The Hunger Games: Mockingjay - Part 2,"Action,Adventure,Drama,Science Fiction,Fantasy",137,72,200426,Francis Lawrence
1611,Tales of Halloween,Horror,92,60,1009,"Darren Lynn Bousman,Axelle Carolyn,Adam Gierasch,Andrew Kasch,Neil Marshall,Lucky McKee,Mike Mendez,Dave Parker,Ryan Schifrin,John Skipp,Paul Solet"
1612,The Peanuts Movie,"Animation,Kids,Family",92,78,66458,Steve Martino
1613,Invasion of the Body Snatchers,"Classics,Mystery,Mystery,Science Fiction,Fantasy",80,74,18767,Don Siegel
1614,The Walk,"Action,Adventure,Drama",123,76,35403,Robert Zemeckis
1615,Suspiria,"Drama,Horror",97,78,35068,Dario Argento
1616,The Devil Rides Out,"Art House,International,Classics,Horror",95,74,3099,Terence Fisher
1617,Maze Runner: The Scorch Trials,"Action,Adventure",120,68,61262,Wes Ball
1618,Ant-Man,"Action,Adventure,Comedy,Mystery,Mystery,Science Fiction,Fantasy",115,80,161428,Peyton Reed
1619,The Man From U.N.C.L.E.,"Action,Adventure,Comedy,Mystery,Mystery",116,74,46491,Guy Ritchie
1620,Minions,"Animation,Comedy,Kids,Family",91,66,135547,"Pierre Coffin,Kyle Balda"
1621,Terminator Genisys,"Action,Adventure",119,66,81230,Alan Taylor
1622,Inside Out,"Animation,Kids,Family",94,86,131400,"Pete Docter,Ronnie del Carmen,Peter Docter"
1623,Jurassic World,"Action,Adventure,Mystery,Mystery,Science Fiction,Fantasy",123,78,222649,Colin Trevorrow
1624,Finding Altamira (Altamira),"Art House,International,Drama",93,64,89,Hugh Hudson
1625,Coming Through The Rye,Drama,97,90,180,James Steven Sadwith
1626,Floyd Norman: An Animated Life,Documentary,94,90,173,"Erik Sharkey,Michael Fiore"
1627,Under The Shadow,"Horror,Mystery,Mystery",84,80,1329,Babak Anvari
1628,Notes on Blindness,"Documentary,Special Interest",90,,895,"James Spinney,Peter Middleton"
1629,Sing Street,"Art House,International,Drama,Musical,Performing Arts",106,88,11866,John Carney
1630,Embrace Of The Serpent (El Abrazo De La Serpiente),"Action,Adventure,Art House,International",123,82,7984,Ciro Guerra
1631,Tale of Tales (Il racconto dei racconti),"Horror,Science Fiction,Fantasy",125,68,5500,Matteo Garrone
1632,The Silent Storm,"Art House,International,Drama,Romance",102,,13,Corinna McFarlane
1633,Heart of a Dog,Documentary,75,74,2027,Laurie Anderson
1634,A Hologram for the King,Drama,90,72,9471,Tom Tykwer
1635,Departure,"Art House,International,Drama,Kids,Family,Romance",109,70,49,Andrew Steggall
1636,Chicken,Drama,86,86,40,Joe Stephenson (III) 
1637,Son of Saul,Drama,107,78,12148,Lszl Nemes
1638,Jane Got a Gun,"Action,Adventure,Drama,Western",97,60,13565,Gavin O'Connor
1639,The Divide,Documentary,78,76,43,Katharine Round
1640,"Arabian Nights: Volume 1 - The Restless One (As Mil e Uma Noites: Volume 1, O Inquieto)",Drama,125,70,125,Miguel Gomes
1641,The Take (Bastille Day),"Action,Adventure,Art House,International,Drama",92,,3195,James Watkins
1642,Fan,Drama,142,80,1534,Maneesh Sharma
1643,John Wick,"Action,Adventure",96,78,76067,"David Leitch,Chad Stahelski"
1644,Eisenstein In Guanajuato,"Comedy,Romance",105,64,227,Peter Greenaway
1645,The Brand New Testament (Le tout nouveau testament),Comedy,112,,880,Jaco Van Dormael
1646,Disorder (Maryland),"Art House,International,Drama,Mystery,Mystery",101,66,1615,Alice Winocour
1647,Transformers: Age of Extinction,"Action,Adventure,Science Fiction,Fantasy",157,64,222888,Michael Bay
1648,The Counselor,"Mystery,Mystery",117,48,41218,
1649,Flight,"Drama,Mystery,Mystery",138,76,152665,Robert Zemeckis
1650,Mirror Mirror,"Science Fiction,Fantasy",95,62,145978,Tarsem Singh
1651,Real Steel,"Action,Adventure,Drama,Science Fiction,Fantasy",126,78,210958,Shawn Levy
1652,Contagion,"Action,Adventure,Mystery,Mystery",107,68,83004,Steven Soderbergh
1653,A Man Called Ove (En man som heter Ove),"Art House,International,Comedy,Drama",116,84,3156,Hannes Holm
1654,Good Kids,Comedy,90,72,142,Chris McCoy
1655,Dheepan,Drama,100,78,2756,Jacques Audiard
1656,Les Cowboys,"Art House,International,Drama",104,68,250,Thomas Bidegain
1657,Last Cab To Darwin,Drama,123,78,1209,Jeremy Sims
1658,Shrek,"Animation,Comedy,Kids,Family",93,78,1377233,"Vicky Jenson,Andrew Adamson"
1659,Shrek 2,"Animation,Comedy,Kids,Family,Science Fiction,Fantasy",93,70,34231420,"Conrad Vernon,Andrew Adamson,Kelly Asbury"
1660,Shrek the Third,"Animation,Comedy,Kids,Family,Science Fiction,Fantasy",92,68,2217953,"Chris Miller,Raman Hui"
1661,Puss in Boots,"Action,Adventure,Animation,Comedy,Kids,Family,Science Fiction,Fantasy",90,72,78479,Chris Miller
1662,Monsters vs. Aliens,"Action,Adventure,Animation,Kids,Family,Science Fiction,Fantasy",94,68,589862,"Robert Letterman,Rob Letterman,Conrad Vernon"
1663,Madagascar 3: Europe's Most Wanted,"Action,Adventure,Animation,Comedy,Kids,Family",93,76,256026,"Conrad Vernon,Eric Darnell,Tom McGrath"
1664,Kung Fu Panda 2,"Action,Adventure,Animation,Comedy,Kids,Family",88,76,144560,Jennifer Yuh Nelson
1665,Puss in Boots,"Action,Adventure,Animation,Comedy,Kids,Family,Science Fiction,Fantasy",90,72,78479,Chris Miller
1666,Shrek Forever After,"Action,Adventure,Animation,Comedy,Kids,Family,Science Fiction,Fantasy",93,70,352444,Mike Mitchell (VI)
1667,Shrek the Third,"Animation,Comedy,Kids,Family,Science Fiction,Fantasy",92,68,2217953,"Chris Miller,Raman Hui"
1668,Madagascar: Escape 2 Africa,"Action,Adventure,Animation,Comedy,Kids,Family",89,72,365646,"Tom McGrath,Eric Darnell"
1669,Bee Movie,"Animation,Comedy,Kids,Family",90,64,387515,"Simon Smith,Simon J. Smith,Steve Hickner,Stephen Hickner"
1670,Madagascar,"Animation,Comedy,Kids,Family",86,68,988378,"Eric Darnell,Tom McGrath"
1671,Sinbad: Legend of the Seven Seas,"Action,Adventure,Animation,Kids,Family,Romance",86,62,56227,"Patrick Gilmore,Tim Johnson"
1672,Shrek 2,"Animation,Comedy,Kids,Family,Science Fiction,Fantasy",93,70,34231420,"Conrad Vernon,Andrew Adamson,Kelly Asbury"
1673,Shrek,"Animation,Comedy,Kids,Family",93,78,1377233,"Vicky Jenson,Andrew Adamson"
1674,This Is the End,"Action,Adventure,Comedy,Drama,Horror",107,74,180738,"Seth Rogen,Evan Goldberg"
1675,The Night Before,Comedy,101,70,30544,Jonathan Levine
1676,The Interview,Comedy,112,64,63551,"Seth Rogen,Evan Goldberg"
1677,The Interview,Comedy,112,64,63551,"Seth Rogen,Evan Goldberg"
1678,This Is the End,"Action,Adventure,Comedy,Drama,Horror",107,74,180738,"Seth Rogen,Evan Goldberg"
1679,Comedy Central Roast of James Franco,"Comedy,Television",70,80,223,
1680,Thomas & Friends: Hero of the Rails,"Action,Adventure,Animation,Kids,Family,Television",60,80,156,Greg Tiernan
1681,Thomas & Friends: Creaky Cranky,Animation,50,,4,Greg Tiernan
1682,Thomas & Friends: Misty Island Rescue,"Animation,Kids,Family",58,76,138,Greg Tiernan
1683,Thomas and Friends: Go Go Thomas!,"Animation,Kids,Family,Television",58,90,21,Greg Tiernan
1684,Mighty Messes,"Animation,Kids,Family",61,,1,"Greg Tiernan,Jerry Hibbert,Paul Sabella,Will Meugniot,Davis Doi"
1685,Thomas & Friends: Sticky Situations,"Animation,Television",52,,6,Greg Tiernan
1686,Kidtoons: Sid The Science Kid,"Animation,Kids,Family",61,68,2648,"Greg Tiernan,Allan Trautman"
1687,Thomas & Friends: Blue Mountain Mystery,"Animation,Kids,Family,Television",64,72,17,Greg Tiernan
1688,"Awesome Adventures Vol Two: Races, Chases & Fun",Animation,61,,1,"Greg Tiernan,Jerry Hibbert,Paul Sabella,Will Meugniot"
1689,Thomas & Friends: Curious Cargo,Animation,59,,2,Greg Tiernan
1690,Thomas & Friends: Rescue On The Rails,Animation,60,,7,Greg Tiernan
1691,Thomas & Friends: Day Of The Diesels,"Animation,Kids,Family",57,74,219,Greg Tiernan
1692,Thomas & Friends: Birthday Express,"Kids,Family",,,13,"David Mitton,Greg Tiernan,Steve Asquith"
1693,"Thomas & Friends: Merry Christmas, Thomas!","Animation,Kids,Family,Television",60,,4,Greg Tiernan
1694,Thomas & Friends: Pop Goes Thomas,Animation,49,,0,Greg Tiernan
1695,Thomas & Friends: Thomas in Charge,Animation,59,,9,Greg Tiernan
1696,Thomas & Friends: Birthday Express,Animation,45,,0,"Dino Athanassiou,Steve Asquith,Greg Tiernan"
1697,Thomas & Friends: The Lion of Sodor,"Animation,Kids,Family,Television",47,,28,Greg Tiernan
1698,"Thomas & Friends: Splish, Splash, Splosh",Animation,50,76,28,Greg Tiernan
1699,Thomas & Friends: Misty Island Rescue,"Animation,Kids,Family",58,76,138,Greg Tiernan
1700,Thomas & Friends: Creaky Cranky,Animation,50,,4,Greg Tiernan
1701,Thomas & Friends: Hero of the Rails,"Action,Adventure,Animation,Kids,Family,Television",60,80,156,Greg Tiernan
1702,50/50,"Comedy,Drama",100,82,85678,Jonathan Levine
1703,Knocked Up,"Comedy,Romance",129,76,2084120,Judd Apatow
1704,The Watch,"Comedy,Science Fiction,Fantasy",101,60,80472,Akiva Schaffer
1705,The Something,Comedy,,,68,Rodney Rothman
1706,Console Wars,"Mystery,Mystery",,,194,"Seth Rogen,Evan Goldberg"
1707,Superbad,Comedy,113,82,632702,Greg Mottola
1708,Goon: Last of the Enforcers,Comedy,,,76,Jay Baruchel
1709,F For Franco,"Documentary,Special Interest",81,,8,Francisco J. Ricardo
1710,Neighbors,Comedy,97,70,130829,Nicholas Stoller
1711,The Watch,"Comedy,Science Fiction,Fantasy",101,60,80472,Akiva Schaffer
1712,The Guilt Trip,Comedy,96,60,39598,Anne Fletcher
1713,Goon,"Comedy,Sports,Fitness",90,74,22056,Michael Dowse
1714,50/50,"Comedy,Drama",100,82,85678,Jonathan Levine
1715,Jay and Seth Vs. the Apocalypse,Comedy,,72,251,
1716,The Green Hornet,"Action,Adventure,Comedy,Science Fiction,Fantasy",119,62,116114,Michel Gondry
1717,Funny People,"Comedy,Drama",146,62,844830,Judd Apatow
1718,Pineapple Express,Comedy,112,74,301638,David Gordon Green
1719,Knocked Up,"Comedy,Romance",129,76,2084120,Judd Apatow
1720,Superbad,Comedy,113,82,632702,Greg Mottola
1721,Untitled Cancer Comedy,,,,43,Nicole Holofcener
1722,How to Train Your Dragon,"Animation,Kids,Family,Science Fiction,Fantasy",98,84,310189,"Dean DeBlois,Chris Sanders"
1723,How to Train Your Dragon 2,"Action,Adventure,Animation,Kids,Family,Science Fiction,Fantasy",105,86,186929,Dean DeBlois
1724,Strange Wilderness,Comedy,87,54,110208,Fred Wolf (II)
1725,How To Train Your Dragon 3,Animation,,,38438,
1726,Why Him?,Comedy,,,3780,John Hamburg
1727,Moneyball,Drama,133,80,90294,Bennett Miller
1728,The Ballad of Richard Jewell,Drama,,,393,
1729,23 Jump Street,Comedy,,82,1606,
1730,Freaks Of Nature,"Comedy,Horror",92,64,3620,Robbie Pickering
1731,How to Train Your Dragon 2,"Action,Adventure,Animation,Kids,Family,Science Fiction,Fantasy",105,86,186929,Dean DeBlois
1732,True Story,Drama,100,60,19315,Rupert Goold
1733,The LEGO Movie,"Action,Adventure,Animation,Comedy,Kids,Family",101,86,219349,"Phil Lord,Christopher Miller,Chris McKay"
1734,The Adventurer's Handbook,"Action,Adventure,Comedy",,,149,Akiva Schaffer
1735,Dragons: Gift of the Night Fury,"Action,Adventure,Animation,Kids,Family,Special Interest",22,82,389,Tom Owens
1736,22 Jump Street,"Action,Adventure,Comedy",110,78,169407,"Phil Lord,Christopher Miller"
1737,Django Unchained,"Drama,Western",165,86,425394,Quentin Tarantino
1738,The Wolf of Wall Street,Drama,179,80,177789,Martin Scorsese
1739,21 Jump Street,"Action,Adventure,Comedy",109,80,256230,"Christopher Miller,Phil Lord"
1740,Dragons: Gift Of The Night Fury / Book Of Dragons,"Kids,Family",,74,158,Dean DeBlois
1741,The Sitter,Comedy,81,60,40616,David Gordon Green
1742,Moneyball,Drama,133,80,90294,Bennett Miller
1743,Dreamworks How To Train Your Dragon Legends,"Kids,Family",55,82,176,
1744,Megamind,"Action,Adventure,Animation,Comedy,Kids,Family",96,76,207608,Tom McGrath
1745,How to Train Your Dragon,"Animation,Kids,Family,Science Fiction,Fantasy",98,84,310189,"Dean DeBlois,Chris Sanders"
1746,Cyrus,Comedy,91,62,44478,"Jay Duplass,Mark Duplass"
1747,The Invention of Lying,Comedy,99,50,667008,"Ricky Gervais,Matthew Robinson"
1748,Legend of the Boneknapper Dragon,"Animation,Kids,Family,Science Fiction,Fantasy,Special Interest",12,74,340,John Puglisi
1749,Get Him to the Greek,Comedy,109,66,213465,Nicholas Stoller
1750,Forgetting Sarah Marshall,"Comedy,Romance",118,66,640673,Nicholas Stoller
1751,Strange Wilderness,Comedy,87,54,110208,Fred Wolf (II)
1752,Dr. Seuss' Horton Hears a Who!,"Action,Adventure,Animation,Kids,Family",86,72,415116,"Steve Martino,Jimmy Hayward"
1753,Walk Hard: The Dewey Cox Story,Comedy,96,62,302673,Jake Kasdan
1754,Just Add Water,"Comedy,Drama,Romance",91,58,1956,Hart Bochner
1755,Evan Almighty,"Comedy,Science Fiction,Fantasy",96,64,839327,Tom Shadyac
1756,Rocket Science,"Art House,International,Comedy,Drama",101,72,20804,Jeffrey Blitz
1757,10 Items or Less,"Comedy,Drama",81,64,23857,Brad Silberling
1758,Click,"Comedy,Kids,Family",107,68,874021,Frank Coraci
1759,Grandma's Boy,Comedy,136,74,225912,Nicholaus Goossen
1760,"Hail, Caesar!",Comedy,106,58,38826,"Joel Coen,Ethan Coen"
1761,The 40 Year Old Virgin,Comedy,132,72,993331,Judd Apatow
1762,21 Jump Street,"Action,Adventure",,84,249,
1763,I Heart Huckabees,"Comedy,Drama",106,66,175287,David O. Russell
1764,One Part Sugar,Comedy,,,140,Hart Bochner
1765,Up in the Air,"Comedy,Drama,Romance",109,74,227572,Jason Reitman
1766,Prince Avalanche,"Comedy,Drama",94,64,12551,David Gordon Green
1767,Alien: Covenant,"Action,Adventure,Mystery,Mystery,Science Fiction,Fantasy",120,,16099,Ridley Scott
1768,Hell & Back,"Animation,Comedy",,56,1626,"Ross Shuman,Tom Gianas"
1769,Rock the Kasbah,Drama,100,52,11518,Barry Levinson
1770,Rock the Kasbah,Drama,100,52,11518,Barry Levinson
1771,Don Verdean,Comedy,95,50,1337,Jared Hess
1772,As I Lay Dying,Drama,120,54,3604,James Franco
1773,Clear History,Comedy,120,66,1613,Greg Mottola
1774,Prince Avalanche,"Comedy,Drama",94,64,12551,David Gordon Green
1775,The Catechism Cataclysm,Comedy,81,58,185,Todd Rohal
1776,Your Highness,Comedy,102,54,54092,David Gordon Green
1777,30 Minutes or Less,"Action,Adventure,Comedy",83,60,46744,Ruben Fleischer
1778,Fight For Your Right Revisited,Drama,30,76,54,Adam Yauch
1779,Due Date,Comedy,100,66,125046,Todd Phillips
1780,Up in the Air,"Comedy,Drama,Romance",109,74,227572,Jason Reitman
1781,Despicable Me,"Animation,Comedy,Kids,Family",95,80,265897,"Pierre Coffin,Chris Renaud"
1782,Tropic Thunder,Comedy,107,70,295197,Ben Stiller
1783,Land of the Lost,"Action,Adventure,Comedy,Science Fiction,Fantasy",102,54,542410,Brad Silberling
1784,Drillbit Taylor,Comedy,101,62,97884,Steven Brill
1785,Hot Rod,"Action,Adventure,Comedy",87,66,304038,Akiva Schaffer
1786,The Foot Fist Way,Comedy,83,62,4795,Jody Hill
1787,All the Real Girls,"Art House,International,Drama,Romance",108,76,9072,David Gordon Green
1788,The Angry Birds Movie,"Animation,Kids,Family",95,64,27082,"Clay Kaytis,Fergal Reilly"
1789,The Diary Of A Teenage Girl,Drama,102,74,11397,Marielle Heller
1790,The Brothers Solomon,Comedy,93,52,56468,Bob Odenkirk
1791,The Spoils Before Dying,Comedy,129,,10,Matt Piedmont
1792,Nasty Baby,Drama,100,60,932,Sebastin Silva
1793,The Diary Of A Teenage Girl,Drama,102,74,11397,Marielle Heller
1794,Welcome to Me,"Comedy,Drama",87,62,9858,Shira Piven
1795,Untitled Louis C.K./Zach Galifianakis Project,Comedy,,,46,
1796,The Skeleton Twins,"Comedy,Drama",93,72,30541,Craig Johnson (IX) 
1797,A Deadly Adoption,Special Interest,122,48,334,Rachel Goldenberg
1798,Hateship Loveship,"Comedy,Drama",102,60,1262,Liza Johnson
1799,Despicable Me 2: 3 Mini-Movie Collection,Comedy,14,78,30,"Yarrow Cheney,Bruno Dequier,Fabrice O. Joubert,Mark O' Hare,Eric Favela"
1800,Anchorman 2: The Legend Continues,Comedy,119,66,164127,Adam McKay
1801,The Secret Life Of Walter Mitty,"Action,Adventure,Comedy,Drama",114,74,78758,Ben Stiller
1802,Girl Most Likely,Comedy,103,58,12012,"Shari Springer Berman,Robert Pulcini"
1803,The Comedian,"Comedy,Drama",80,56,65,Tom Shkolnik
1804,Friends With Kids,"Comedy,Drama",107,64,33989,Jennifer Westfeldt
1805,Revenge for Jolly!,"Comedy,Drama",85,48,173,Chadd Harbold
1806,Downsizing,,,,10,Alexander Payne
1807,Bridesmaids,Comedy,125,78,160419,Paul Feig
1808,Paul,"Art House,International,Comedy,Science Fiction,Fantasy",100,72,329936,Greg Mottola
1809,All Good Things,"Drama,Mystery,Mystery",101,60,38927,Andrew Jarecki
1810,Saturday Night,"Documentary,Television",90,78,401,James Franco
1811,Date Night,"Comedy,Romance",107,66,230256,Shawn Levy
1812,MacGruber,"Action,Adventure,Comedy",90,52,120027,Jorma Taccone
1813,Extract,Comedy,91,58,173830,Mike Judge
1814,Whip It,"Comedy,Drama",111,74,113752,Drew Barrymore
1815,Ice Age: Dawn of the Dinosaurs (Ice Age 3),"Action,Adventure,Animation,Comedy,Kids,Family",94,72,553580,"Carlos Saldanha,Mike Thurmeier"
1816,Adventureland,"Comedy,Drama",106,66,252185,Greg Mottola
1817,Semi-Pro,Comedy,99,58,290458,Kent Alterman
1818,Ghost Town,"Comedy,Documentary,Science Fiction,Fantasy,Special Interest",102,66,432723,David Koepp
1819,Pretty Bird,"Comedy,Drama",96,46,396,Paul Schneider
1820,Meet Bill,Comedy,97,62,8152,"Melisa Wallack,Bernie Goldmann"
1821,The Brothers Solomon,Comedy,93,52,56468,Bob Odenkirk
1822,Unaccompanied Minors,"Comedy,Kids,Family",89,64,45436,Paul Feig
1823,The Skeleton Twins,"Comedy,Drama",93,72,30541,Craig Johnson (IX) 
1824,Kung Fu Panda,"Action,Adventure,Animation,Kids,Family",88,78,583726,"John Stevenson,Mark Osborne,Angelina Jolie,David Cross,Dustin Hoffman,Ian McShane,Jack Black,Jackie Chan,Lucy Liu,Michael Clarke Duncan,Randall Duk Kim"
1825,Zeroville,,100,,87,James Franco
1826,The Sound And The Fury,Drama,101,54,130,James Franco
1827,Kung Fu Panda: Secrets Of The Scroll,"Action,Adventure,Kids,Family",23,76,65,Rodolphe Guenoden
1828,The Disaster Artist,Comedy,,,207,James Franco
1829,Being Canadian,Documentary,89,60,275,Robert Cohen
1830,B.O.O.: Bureau of Otherworldly Operations,"Animation,Kids,Family",100,76,20123,"Anthony Leondis,Tony Leondis"
1831,With Great Power: The Stan Lee Story,"Documentary,Special Interest",80,78,329,"Nikki Frakes,Terry Dougas"
1832,Take This Waltz,"Comedy,Drama,Romance",116,66,16363,Sarah Polley
1833,"For a Good Time, Call...","Comedy,Drama",85,68,60938,Jamie Travis
1834,Night of the Living Carrots,"Animation,Comedy,Special Interest",13,60,23,Robert Porter
1835,Kung Fu Panda: Secrets of the Masters,"Animation,Kids,Family",25,68,47,Tony Leondis
1836,B.O.B.'S Big Break,"Animation,Kids,Family",13,68,148,
1837,Observe and Report,Comedy,86,50,641613,Jody Hill
1838,Popcorn Porn,"Comedy,Documentary",,72,632,"Joey Figueroa,Zak Knutson"
1839,Paper Heart,Comedy,89,60,44722,Nicholas Jasenovec
1840,Monsters Vs. Aliens: Mutant Pumpkins From Outer Space,"Animation,Comedy,Kids,Family",30,66,324,Rob Letterman
1841,Step Brothers,Comedy,98,72,364553,Adam McKay
1842,Kung Fu Panda,"Action,Adventure,Animation,Kids,Family",88,78,583726,"John Stevenson,Mark Osborne,Angelina Jolie,David Cross,Dustin Hoffman,Ian McShane,Jack Black,Jackie Chan,Lucy Liu,Michael Clarke Duncan,Randall Duk Kim"
1843,Fanboys,"Action,Adventure,Comedy,Drama",90,66,69034,Kyle Newman
1844,The Spiderwick Chronicles,"Action,Adventure,Drama,Science Fiction,Fantasy",97,68,354804,"Mark Waters (VIII),Mark Waters"
1845,Zack and Miri Make a Porno,"Comedy,Drama,Romance",101,70,236616,Kevin Smith
1846,"You, Me and Dupree",Comedy,109,62,448084,"Anthony Russo,Joe Russo"
1847,Anchorman - The Legend Of Ron Burgundy,Comedy,94,72,793571,Adam McKay
1848,Donnie Darko,"Comedy,Mystery,Mystery,Science Fiction,Fantasy,Romance",113,62,30982900,Richard Kelly
1849,Juno,"Comedy,Drama",96,82,548320,Jason Reitman
1850,The Lego Batman Movie,"Action,Adventure,Animation,Comedy",,,1310,Chris McKay
1851,Blazing Samurai,Comedy,,,29,"Chris Bailey,Mark Koetsier"
1852,How to Be a Latin Lover,Comedy,,,8,Ken Marino
1853,Hits,"Comedy,Drama",100,66,369,David Cross
1854,Entertainment,Drama,110,58,1641,Rick Alverson
